name,price,price_discount,url,rating,review,seller,seller_rating,shipping_fee,size,weight,category_level1,category_level2,category_level3,local_overseas
Baby Boys Letters Printed Bodysuit Night Gown+Cap (Black Gold ),208000.0,104000.0,http://www.lazada.co.id/baby-boys-letters-printed-bodysuit-night-gowncap-black-gold-9983155.html?ff=1&mp=1&rs=28688,4.0,1,welcomehome,4.7,0,1 x 1 x 1,0.11,Bayi & Balita,Pakaian & Aksesori Anak,Bayi Laki-Laki (6 bulan - 3 tahun),overseas
"Sayang Ibu Menyusui Kemasan Inni Terdiri Dari 2 Bagian Selimut
Menutupi Selendang",170000.0,85000.0,http://www.lazada.co.id/sayang-ibu-menyusui-kemasan-inni-terdiri-dari-2-bagian-selimutmenutupi-selendang-10654287.html?ff=1&mp=1&rs=28688,4.0,2,welcomehome,4.7,0,1 x 1 x 1,0.13,Bayi & Balita,Makanan Bayi & Balita,Bantal & Kursi Bayi,overseas
"New Biru Berharap Pasangan Batu Kristal Kalung Panjang Rantai
Menyesuaikan Kulit",68000.0,34000.0,http://www.lazada.co.id/new-biru-berharap-pasangan-batu-kristal-kalung-panjang-rantaimenyesuaikan-kulit-6341949.html?ff=1&mp=1&rs=28688,4.0,2,welcomehome,4.7,0,1 x 1 x 1,0.01,"Jam Tangan, Kacamata, dan Perhiasan",Perhiasan,Perhiasan Wanita,overseas
"2015 Eyewear frame kacamata optik mode membaca kacamata polos
(Hitam)",100000.0,50000.0,http://www.lazada.co.id/2015-eyewear-frame-kacamata-optik-mode-membaca-kacamata-poloshitam-6841430.html?ff=1&mp=1&rs=28688,3.245902,6,welcomehome,4.7,0,1 x 1 x 1,0.03,Lazada Deals,International Deals Catalog,Non Elektronik Murah Meriah,overseas
"2015 fashion kacamata bingkai kacamata baca optik mata polos
berwarna",98000.0,49000.0,http://www.lazada.co.id/2015-fashion-kacamata-bingkai-kacamata-baca-optik-mata-polosberwarna-6841399.html?ff=1&mp=1&rs=28688,3.25,4,welcomehome,4.7,0,1 x 1 x 1,0.02,"Jam Tangan, Kacamata, dan Perhiasan",Kacamata,Eyeglasses,overseas
"12 Buah 3D PVC Magnet Kupu-kupu Pasang Sendiri Stiker Dinding
Dekorasi Rumah Biru",66000.0,33000.0,http://www.lazada.co.id/12pcs-3d-pvc-magnet-butterflies-diy-wall-sticker-home-decor-blue-5990039.html?ff=1&mp=1&rs=28688,3.2,5,welcomehome,4.7,0,1 x 1 x 1,1,Promo Spesial,,,overseas
"Wanita Gaun Mewah Stainless Steel Square Jam Tangan Gelang Jam
Tangan Emas",126000.0,63000.0,http://www.lazada.co.id/women-luxury-dress-square-stainless-steel-wristwatch-bracelet-goldwatch-6349216.html?ff=1&mp=1&rs=28688,3.25,4,welcomehome,4.7,0,1 x 1 x 1,0.05,"Jam Tangan, Kacamata, dan Perhiasan",Jam Tangan,Jam Tangan Wanita,overseas
"3.5mm Male to 2 Female Audio Stereo Splitter Earphone Extension
Cable",62000.0,31000.0,http://www.lazada.co.id/35-mm-untuk-jantan-2-betina-audio-stereo-headphone-kabel-ekstensipembelah-7053533.html?ff=1&mp=1&rs=28688,3.272727,1,welcomehome,4.7,0,1 x 1 x 1,0.01,"TV, Audio/Video, Permainan & Perangkat Wearable",Aksesoris Televisi,Remote Control TV,overseas
"11BB Bantalan Bola SpinningReels Saltwater Alat Pancingan Laut Gigi
Kecepatan Kumparan",324000.0,162000.0,http://www.lazada.co.id/11bb-bantalan-bola-spinningreels-saltwater-alat-pancingan-laut-gigikecepatan-kumparan-7032719.html?ff=1&mp=1&rs=28688,3.285714,7,welcomehome,4.7,0,1 x 1 x 1,0.25,Olahraga & Outdoor,Olahraga Rekreasi,Memancing,overseas
"Balon Pintu Tirai Gorden Jendela Dan Kain Pual Tule Halus Kelambu
Biru",124000.0,62000.0,http://www.lazada.co.id/balloon-tulle-voile-door-window-curtain-drape-sheer-valances-blue-5988335.html?ff=1&mp=1&rs=28688,3.285714,7,welcomehome,4.7,0,1 x 1 x 1,0.05,Promo Spesial,,,overseas
"Gaun wanita jam gelang jam bunga berlapis berlian imitasi kuarsa
No. 5",130000.0,65000.0,http://www.lazada.co.id/gaun-wanita-jam-gelang-jam-bunga-berlapis-berlian-imitasi-kuarsano-5-6342237.html?ff=1&mp=1&rs=28688,3.25,1,welcomehome,4.7,0,1 x 1 x 1,0.04,"Jam Tangan, Kacamata, dan Perhiasan",Jam Tangan,Jam Tangan Wanita,overseas
Scrub kilau 18 KB emas sepasang gelang,64000.0,32000.0,http://www.lazada.co.id/scrub-kilau-18-kb-emas-sepasang-gelang-8498702.html?ff=1&mp=1&rs=28688,2.0,2,welcomehome,4.7,0,1 x 1 x 1,0.02,"Jam Tangan, Kacamata, dan Perhiasan",Perhiasan,Perhiasan Wanita,overseas
"Hi- Power Round Dial Digital Waterproof Sports Solar Power Watch
0405 Red - Intl",218000.0,109000.0,http://www.lazada.co.id/hi-power-round-dial-digital-waterproof-sports-solar-power-watch0405-red-intl-8978725.html?ff=1&mp=1&rs=28688,2.0,1,welcomehome,4.7,0,1 x 1 x 1,0.06,"Jam Tangan, Kacamata, dan Perhiasan",Jam Tangan,Jam Tangan Pria,overseas
"RC Aluminum Center Gear Box Mount for AXIAL 4WD 1:10 SCX10 Upgrade
Black (Intl)",482000.0,241000.0,http://www.lazada.co.id/rc-aluminum-center-gear-box-mount-for-axial-4wd-110-scx10-upgradeblack-intl-8087178.html?ff=1&mp=1&rs=28688,2.0,1,welcomehome,4.7,0,1 x 1 x 1,0.04,Olahraga & Outdoor,"Tinju, Bela diri & MMA",Alat Pelindung,overseas
"DC 8 V - 22V untuk 5 V 3 Amp konverter 2USB 15 watt tampilan modul
catu daya mobil",138000.0,69000.0,http://www.lazada.co.id/dc-8-v-22v-untuk-5-v-3-amp-konverter-2usb-15-watt-tampilan-modulcatu-daya-mobil-8497565.html?ff=1&mp=1&rs=28688,4.0,1,welcomehome,4.7,0,1 x 1 x 1,0.07,Komputer & Laptop,Komponen Komputer,Power Supply Unit,overseas
"Unisex Men's Women's Adjustable Baseball Cap Eyes Snapback Hip-hop
White",124000.0,62000.0,http://www.lazada.co.id/unisex-mens-womens-adjustable-baseball-cap-eyes-snapback-hip-hopwhite-7082398.html?ff=1&mp=1&rs=28688,3.333333,3,welcomehome,4.7,0,1 x 1 x 1,0.09,Bayi & Balita,Pakaian & Aksesori Anak,Bayi Laki-Laki (6 bulan - 3 tahun),overseas
"Sangat Keras Bersepeda Tanduk Sepeda MTB Stang Cincin Bel Klakson
Sirene",180000.0,90000.0,http://www.lazada.co.id/sangat-keras-bersepeda-tanduk-sepeda-mtb-stang-cincin-bel-klaksonsirene-6311387.html?ff=1&mp=1&rs=28688,2.0,1,welcomehome,4.7,0,1 x 1 x 1,0.19,Olahraga & Outdoor,Olahraga Rekreasi,Olahraga Sepeda,overseas
"Kompas Stainless Steel Perhiasan Mewah Kuarsa Sejalan Jam Tangan
(Hitam)",138000.0,69000.0,http://www.lazada.co.id/kompas-stainless-steel-perhiasan-mewah-kuarsa-sejalan-jam-tanganhitam-6341509.html?ff=1&mp=1&rs=28688,3.285714,7,welcomehome,4.7,0,1 x 1 x 1,0.08,"Jam Tangan, Kacamata, dan Perhiasan",Jam Tangan,Jam Tangan Pria,overseas
"Balita Anak Bayi Laki-Laki Yang Mengenakan Pakaian Terusan Katun
Baju Monyet Baju Senam (Hitam)",172000.0,86000.0,http://www.lazada.co.id/balita-anak-bayi-laki-laki-yang-mengenakan-pakaian-terusan-katunbaju-monyet-baju-senam-hitam-14478414.html?ff=1&mp=1&rs=28688,2.0,2,welcomehome,4.7,0,20 x15 x 10,0.09,Bayi & Balita,Pakaian & Aksesori Anak,Bayi Uniseks (0 - 6 bulan),overseas
Bayi Perempuan Ikatan Simpul Sepatu Bot Salju Musim Dingin (Hitam),154000.0,77000.0,http://www.lazada.co.id/bayi-perempuan-ikatan-simpul-sepatu-bot-salju-musim-dingin-hitam-8982316.html?ff=1&mp=1&rs=28688,4.0,2,welcomehome,4.7,0,1 x 1 x 1,0.06,Bayi & Balita,Pakaian & Aksesori Anak,Bayi Perempuan (6 bulan - 3 tahun),overseas
"Girls Princess Party Dress Set Flower T-Shirt + Tutu Skirt (Blue) -
intl",216000.0,108000.0,http://www.lazada.co.id/girls-princess-party-dress-set-flower-t-shirt-tutu-skirt-blue-intl-11300282.html?ff=1&mp=1&rs=28688,4.0,2,welcomehome,4.7,0,65x25x1,0.11,Fashion,Fashion Anak Perempuan,Pakaian Anak Perempuan,overseas
"Princess Topi Anak Bayi Beanie Gadis Baru Topi Renda Bunga
(Berwarna Merah Muda)",122000.0,61000.0,http://www.lazada.co.id/princess-topi-anak-bayi-beanie-gadis-baru-topi-renda-bungaberwarna-merah-muda-8088920.html?ff=1&mp=1&rs=28688,4.0,1,welcomehome,4.7,0,1 x 1 x 1,0.05,Bayi & Balita,Pakaian & Aksesori Anak,Bayi Laki-Laki (6 bulan - 3 tahun),overseas
"Bayi Baru Lahir Cewek Sepatu Bot Sepatu Bando Set Pertama Walker
(Silver)",134000.0,67000.0,http://www.lazada.co.id/bayi-baru-lahir-cewek-sepatu-bot-sepatu-bando-set-pertama-walkersilver-8088129.html?ff=1&mp=1&rs=28688,4.0,4,welcomehome,4.7,0,1 x 1 x 1,0.04,Bayi & Balita,Pakaian & Aksesori Anak,Bayi Perempuan (6 bulan - 3 tahun),overseas
"Baby Girls Summer Beach Floral Princess Party Pageant Dresses
(Blue) - intl",126000.0,63000.0,http://www.lazada.co.id/baby-girls-summer-beach-floral-princess-party-pageant-dressesblue-intl-29601403.html?ff=1&mp=1&rs=28688,4.0,1,welcomehome,4.7,0,1-2yrs,,Bayi & Balita,Pakaian & Aksesori Anak,Bayi Perempuan (6 bulan - 3 tahun),overseas
"Bird Mini Training Skateboard Plastic Stents Scrub Scooter Skate
Boarding (Multicolor) - intl",98000.0,49000.0,http://www.lazada.co.id/bird-mini-training-skateboard-plastic-stents-scrub-scooter-skateboarding-multicolor-intl-15097432.html?ff=1&mp=1&rs=28688,2.0,1,welcomehome,4.7,0,13.5x4.5x3,0.03,Persediaan Hewan Peliharaan,Burung,Sangkar & Aksesoris,overseas
40 buah Stainless Steel ring klip batang tirai gorden,88000.0,44000.0,http://www.lazada.co.id/40-buah-stainless-steel-ring-klip-batang-tirai-gorden-5991192.html?ff=1&mp=1&rs=28688,4.0,1,welcomehome,4.7,0,1 x 1 x 1,0.08,Promo Spesial,Best Deals,Top Deals Keluarga,overseas
"Mahkota rambut pernikahan pengantin renda berlian imitasi Aksesoris
- Internasional(Int: One size) - Intl",106000.0,53000.0,http://www.lazada.co.id/mahkota-rambut-pernikahan-pengantin-renda-berlian-imitasi-aksesoris-internasionalint-one-size-intl-9726542.html?ff=1&mp=1&rs=28688,4.0,1,welcomehome,4.7,0,1 x 1 x 1,0.02,Fashion,Fashion Wanita,Aksesoris,overseas
"AC220V 1CH 1 receiver + 2 remote controller rancangan RF pemancar
nirkabel 315 mhz - Internasional - Intl",254000.0,127000.0,http://www.lazada.co.id/ac220v-1ch-1-receiver-2-remote-controller-rancangan-rf-pemancarnirkabel-315-mhz-internasional-intl-8088475.html?ff=1&mp=1&rs=28688,4.0,1,welcomehome,4.7,0,1 x 1 x 1,0.09,Kamera,Aksesoris Kamera,Remote Kontrol Kamera,overseas
"Bayi Laki-Laki Yang Profesional/Rambut Listrik Alat Pemotong
(Steker Uni Eropa)",212000.0,106000.0,http://www.lazada.co.id/bayi-laki-laki-yang-profesionalrambut-listrik-alat-pemotongsteker-uni-eropa-8545437.html?ff=1&mp=1&rs=28688,4.0,1,welcomehome,4.7,0,1 x 1 x 1,0.2,Kesehatan & Kecantikan,Perawatan Pria,Perlengkapan Bercukur & Grooming,overseas
Hamster Hideout Toy Luxury Ladder Nest,172000.0,86000.0,http://www.lazada.co.id/hamster-hideout-toy-luxury-ladder-nestnbsp-8497140.html?ff=1&mp=1&rs=28688,4.0,1,welcomehome,4.7,0,1 x 1 x 1,0.22,Persediaan Hewan Peliharaan,Hewan Kecil,Habitat & Aksesoris,overseas
"Baru gelang jam tangan wanita merek pakaian kasual Geneva menonton
No. 6",116000.0,58000.0,http://www.lazada.co.id/new-casual-fabric-bracelet-wristwatch-women-brand-geneva-watch-no6-6349222.html?ff=1&mp=1&rs=28688,4.0,1,welcomehome,4.7,0,1 x 1 x 1,0.03,"Jam Tangan, Kacamata, dan Perhiasan",Jam Tangan,Jam Tangan Wanita,overseas
Fashion Shades Sunglasses Pendant Man Necklace Boy Jewelry,70000.0,35000.0,http://www.lazada.co.id/fashion-shades-sunglasses-pendant-man-necklace-boy-jewelry-6349443.html?ff=1&mp=1&rs=28688,4.0,1,welcomehome,4.7,0,1 x 1 x 1,0.01,"Jam Tangan, Kacamata, dan Perhiasan",Perhiasan,Perhiasan Pria,overseas
"Biru Stainless Steel mesin penumbuk kopi espresso tekan dasar datar
51 mm",450000.0,225000.0,http://www.lazada.co.id/biru-stainless-steel-mesin-penumbuk-kopi-espresso-tekan-dasar-datar51-mm-5993204.html?ff=1&mp=1&rs=28688,4.0,2,welcomehome,4.7,0,1 x 1 x 1,0.38,Elektronik Rumah Tangga,Perlengkapan Dapur,Mesin Kopi & Aksesoris,overseas
"Alat Dapur Stainless Steel Cetakan Pancake Memasak Telur Goreng
Pembentuk Cincin",68000.0,34000.0,http://www.lazada.co.id/alat-dapur-stainless-steel-cetakan-pancake-memasak-telur-gorengpembentuk-cincin-5988583.html?ff=1&mp=1&rs=28688,4.0,6,welcomehome,4.7,0,1 x 1 x 1,0.04,Lazada Deals,Non Elektronik Murah Meriah,Kebutuhan Rumah Terlaris,overseas
Tas Bayi Makan Menggigit (Merah),78000.0,39000.0,http://www.lazada.co.id/tas-bayi-makan-menggigit-merah-8502398.html?ff=1&mp=1&rs=28688,4.0,4,welcomehome,4.7,0,1 x 1 x 1,0.04,Bayi & Balita,Dot & Aksesori,Dot,overseas
Gadis Bunga gaun pesta princess set kaos + rok tutu dalam (Merah),216000.0,108000.0,http://www.lazada.co.id/gadis-bunga-gaun-pesta-princess-set-kaos-rok-tutu-dalam-merah-9609123.html?ff=1&mp=1&rs=28688,4.0,1,welcomehome,4.7,0,65x25x1,0.11,Fashion,Fashion Anak Perempuan,Pakaian Anak Perempuan,overseas
"Pria Waterproof motor mobil salju musim dingin salju Snowboard
sarung tangan hitam - Internasional",336000.0,168000.0,http://www.lazada.co.id/pria-waterproof-motor-mobil-salju-musim-dingin-salju-snowboardsarung-tangan-hitam-internasional-8581703.html?ff=1&mp=1&rs=28688,4.0,2,welcomehome,4.7,0,1 x 1 x 1,0.32,Fashion,Fashion Pria,Aksesoris,overseas
"New Korean Women Short PU Leather Clutch Wallet Lace Floral Card
Holder (Bean Red) - intl",178000.0,89000.0,http://www.lazada.co.id/new-korean-women-short-pu-leather-clutch-wallet-lace-floral-cardholder-bean-red-intl-14018759.html?ff=1&mp=1&rs=28688,3.333333,3,welcomehome,4.7,0,12x9.5x3.5,0.11,Tas & Travel,Tas Wanita,Dompet & Aksesori Wanita,overseas
"New kartun mainan hewan buaya gigi menggigit dengan gantungan kunci
mulut",82000.0,41000.0,http://www.lazada.co.id/new-kartun-mainan-hewan-buaya-gigi-menggigit-dengan-gantungan-kuncimulut-5990652.html?ff=1&mp=1&rs=28688,3.333333,3,welcomehome,4.7,0,1 x 1 x 1,0.04,"Jam Tangan, Kacamata, dan Perhiasan",Perhiasan,Perhiasan Wanita,overseas
"Mini 3.5mm Studio Speech Microphone with Collar Clip for Desktop PC
Laptop",70000.0,35000.0,http://www.lazada.co.id/mini-35-mm-studio-kerah-pidato-mikrofon-dengan-klip-untuk-pcdesktop-laptop-internasional-8088473.html?ff=1&mp=1&rs=28688,3.386364,4,welcomehome,4.7,0,1 x 1 x 1,0.04,Komputer & Laptop,Aksesoris Komputer,Perangkat Komputer,overseas
"NEW Radio Remote control RC Super mini speed boat Dual Motor Kid
TOY",352000.0,176000.0,http://www.lazada.co.id/new-radio-remote-control-rc-super-mini-speed-boat-dual-motor-kidtoy-7427617.html?ff=1&mp=1&rs=28688,4.0,1,welcomehome,4.7,0,1 x 1 x 1,0.22,"TV, Audio/Video, Permainan & Perangkat Wearable",Aksesoris Televisi,Remote Control TV,overseas
"7'' HD Handsfree Bluetooth Car MP5 Stereo Radio 2 DIN FM MP5 USB
AUX Touch",1788000.0,894000.0,http://www.lazada.co.id/7-hd-handsfree-bluetooth-car-mp5-stereo-radio-2-din-fm-mp5-usbaux-touch-6015823.html?ff=1&mp=1&rs=28688,3.416667,1,welcomehome,4.7,0,1 x 1 x 1,0.97,Mobil & Motor,Mobil,Aksesoris Interior Mobil,overseas
Wanita Pu Kulit Dompet Pendek (Hitam),160000.0,80000.0,http://www.lazada.co.id/wanita-pu-kulit-dompet-pendek-hitam-9975227.html?ff=1&mp=1&rs=28688,3.333333,6,welcomehome,4.7,0,1 x 1 x 1,0.09,Tas & Travel,Tas Wanita,Dompet & Aksesori Wanita,overseas
"Multi Warna U Wisata Kartun Berbentuk Dukungan Kepala Bantal Leher
(Panda)",136000.0,68000.0,http://www.lazada.co.id/multi-warna-u-wisata-kartun-berbentuk-dukungan-kepala-bantal-leherpanda-5988363.html?ff=1&mp=1&rs=28688,4.0,4,welcomehome,4.7,0,1 x 1 x 1,0.14,Tas & Travel,Travel,Aksesoris Travel,overseas
Kotak Kayu Gramofon Musik Retro Nostalgia Kerajinan Tangan (Putih),312000.0,156000.0,http://www.lazada.co.id/kotak-kayu-gramofon-musik-retro-nostalgia-kerajinan-tangan-putih-5992278.html?ff=1&mp=1&rs=28688,4.0,1,welcomehome,4.7,0,1 x 1 x 1,0.39,Furnitur & Dekorasi,Dekorasi Rumah,Accents Dekorasi Rumah,overseas
4 buah HSS 5 galur Countersink mata bor set sekrup kayu Alat Talang,132000.0,66000.0,http://www.lazada.co.id/4-buah-hss-5-galur-countersink-mata-bor-set-sekrup-kayu-alat-talang-6445360.html?ff=1&mp=1&rs=28688,3.4,1,welcomehome,4.7,0,1 x 1 x 1,0.12,Lazada Deals,International Deals Catalog,,overseas
"4x Toothbrush Shape Oval Makeup Foundation Brush Set Powder Brush
Kits(4x) - Intl",192000.0,96000.0,http://www.lazada.co.id/4x-toothbrush-shape-oval-makeup-foundation-brush-set-powder-brushkits4x-intl-8056409.html?ff=1&mp=1&rs=28688,3.5,2,welcomehome,4.7,0,1 x 1 x 1,0.07,Kesehatan & Kecantikan,,,overseas
Gadis Tanpa Lengan Gaun Bermotif Bunga,138000.0,69000.0,http://www.lazada.co.id/gadis-tanpa-lengan-gaun-bermotif-bunga-8628080.html?ff=1&mp=1&rs=28688,3.5,4,welcomehome,4.7,0,1 x 1 x 1,0.06,Fashion,Fashion Anak Perempuan,Pakaian Anak Perempuan,overseas
"Jantung dari Pesona Laut Biru Tua berlian imitasi kristal kalung
cincin anting-anting yang ditetapkan",94000.0,47000.0,http://www.lazada.co.id/jantung-dari-pesona-laut-biru-tua-berlian-imitasi-kristal-kalungcincin-anting-anting-yang-ditetapkan-6341555.html?ff=1&mp=1&rs=28688,3.5,2,welcomehome,4.7,0,1 x 1 x 1,0.02,"Jam Tangan, Kacamata, dan Perhiasan",Perhiasan,Perhiasan Wanita,overseas
Bayi What Her Soft (Merah),128000.0,64000.0,http://www.lazada.co.id/bayi-what-her-soft-merah-8088159.html?ff=1&mp=1&rs=28688,3.5,2,welcomehome,4.7,0,1 x 1 x 1,0.05,Bayi & Balita,Pakaian & Aksesori Anak,Bayi Laki-Laki (6 bulan - 3 tahun),overseas
Bayi Perempuan Solid Simpul Sepatu Bot Salju Musim Dingin (Dril),170000.0,85000.0,http://www.lazada.co.id/bayi-perempuan-solid-simpul-sepatu-bot-salju-musim-dingin-dril-8980777.html?ff=1&mp=1&rs=28688,3.5,2,welcomehome,4.7,0,1 x 1 x 1,0.08,Bayi & Balita,Pakaian & Aksesori Anak,Bayi Perempuan (6 bulan - 3 tahun),overseas
Corong terompet untuk Bach 7C ukuran berlapis emas,176000.0,88000.0,http://www.lazada.co.id/corong-terompet-untuk-bach-7c-ukuran-berlapis-emas-8491171.html?ff=1&mp=1&rs=28688,3.5,2,welcomehome,4.7,0,1 x 1 x 1,0.1,"Media, Musik & Buku",Instrumen Musik,Aksesoris Instrumen Musik,overseas
"Pelurus Rambut Mini Keramik Turmalin Piring Datar Besi Pengeriting
(Hitam)",126000.0,63000.0,http://www.lazada.co.id/pelurus-rambut-mini-keramik-turmalin-piring-datar-besi-pengeritinghitam-7208027.html?ff=1&mp=1&rs=28688,3.5,2,welcomehome,4.7,0,1 x 1 x 1,0.11,Kesehatan & Kecantikan,Alat Kesehatan & Kecantikan,Perlengkapan Styling Rambut,overseas
Bayi Perempuan Ikatan Simpul Sepatu Bot Salju Musim Dingin (Merah),164000.0,82000.0,http://www.lazada.co.id/bayi-perempuan-ikatan-simpul-sepatu-bot-salju-musim-dingin-merah-8980390.html?ff=1&mp=1&rs=28688,3.5,2,welcomehome,4.7,0,1 x 1 x 1,0.06,Bayi & Balita,Pakaian & Aksesori Anak,Bayi Laki-Laki (6 bulan - 3 tahun),overseas
Ekspresi Wajah Anak Mewah Ransel (Kuning),130000.0,65000.0,http://www.lazada.co.id/ekspresi-wajah-anak-mewah-ransel-kuning-8983766.html?ff=1&mp=1&rs=28688,3.5,2,welcomehome,4.7,0,1 x 1 x 1,0.07,Tas & Travel,Tas Anak,Ransel Anak,overseas
Anak Kartun Caterpillar Model Sandal (Biru),114000.0,57000.0,http://www.lazada.co.id/anak-kartun-caterpillar-model-sandal-biru-8502487.html?ff=1&mp=1&rs=28688,3.5,2,welcomehome,4.7,0,1 x 1 x 1,0.09,Bayi & Balita,Pakaian & Aksesori Anak,Bayi Laki-Laki (6 bulan - 3 tahun),overseas
"2 buah magnet bulat baja Titanium menstruasi wanita klip pada
anting Tindik 6 mm",66000.0,33000.0,http://www.lazada.co.id/2-buah-magnet-bulat-baja-titanium-menstruasi-wanita-klip-padaanting-tindik-6-mm-8075626.html?ff=1&mp=1&rs=28688,3.5,2,welcomehome,4.7,0,1 x 1 x 1,0.01,Lazada Deals,International Deals Catalog,Modis dan Murah,overseas
"FSH Rose Silicone Fondant Cake Chocolate Mold Craft Decorating
Tools Mould - Intl",74000.0,37000.0,http://www.lazada.co.id/rose-silicone-fondant-cake-chocolate-mold-craft-decorating-toolsmould-5989478.html?ff=1&mp=1&rs=28688,5.0,1,welcomehome,4.7,0,0x0x0,0.1,Lazada Deals,Perlengkapan Dapur & Makan,,overseas
"Non-stick Stainless Steel Espresso Coffee Latte Frothing Jug Blue
600ML",376000.0,188000.0,http://www.lazada.co.id/non-stick-stainless-steel-espresso-coffee-latte-frothing-jug-blue600ml-5989892.html?ff=1&mp=1&rs=28688,5.0,1,welcomehome,4.7,0,1 x 1 x 1,0.31,Lazada Deals,Perlengkapan Dapur & Makan,,overseas
Food Umbrella Cover for Picnic Barbecue Party,80000.0,40000.0,http://www.lazada.co.id/food-umbrella-cover-for-picnic-barbecue-party-5989615.html?ff=1&mp=1&rs=28688,5.0,1,welcomehome,4.7,0,1 x 1 x 1,0.06,Promo Spesial,Best Deals,Top Deals Keluarga,overseas
"4 Pcs Round Fondant Cookies Flour Sugar Cake Cutter Decorating Tool
Set",76000.0,38000.0,http://www.lazada.co.id/4-pcs-round-fondant-cookies-flour-sugar-cake-cutter-decorating-toolset-5989308.html?ff=1&mp=1&rs=28688,5.0,1,welcomehome,4.7,0,1 x 1 x 1,0.03,Lazada Deals,Kebutuhan Rumah Terlaris,Perlengkapan Dapur & Makan,overseas
12 buah bayi anak gadis satin Band aksesoris rambut bando pita,118000.0,59000.0,http://www.lazada.co.id/12-buah-bayi-anak-gadis-satin-band-aksesoris-rambut-bando-pita-6670116.html?ff=1&mp=1&rs=28688,3.525424,5,welcomehome,4.7,0,1 x 1 x 1,0.06,Lazada Deals,International Deals Catalog,,overseas
"Stainless Steel Flour Sifter Icing Sugar Dredger Chocolate Powder
Shaker",172000.0,86000.0,http://www.lazada.co.id/stainless-steel-flour-sifter-icing-sugar-dredger-chocolate-powdershaker-5992806.html?ff=1&mp=1&rs=28688,5.0,1,welcomehome,4.7,0,1 x 1 x 1,0.1,Handphone & Tablet,Aksesoris Handphone,Peralatan & Suku Cadang,overseas
12 buah bayi anak gadis satin Band aksesoris rambut bando pita,362000.0,181000.0,http://www.lazada.co.id/12pcs-girls-baby-children-satin-headband-hair-bow-band-accessories-6671777.html?ff=1&mp=1&rs=28688,3.525424,5,welcomehome,4.7,0,1 x 1 x 1,0.06,Bayi & Balita,Pakaian & Aksesori Anak,Bayi Perempuan (6 bulan - 3 tahun),overseas
"5 Pairs Solar PV MC4 Branch Connectors Solar Energy Male Female
Adapter",778000.0,389000.0,http://www.lazada.co.id/5-pairs-solar-pv-mc4-branch-connectors-solar-energy-male-femaleadapternbsp-5987604.html?ff=1&mp=1&rs=28688,5.0,1,welcomehome,4.7,0,1 x 1 x 1,0.56,Handphone & Tablet,Aksesoris Handphone,Charger Kabel,overseas
"10 buah batu perhiasan berlian ukiran kayu kerajinan logam jarum
jahit file (International)",110000.0,55000.0,http://www.lazada.co.id/10-buah-batu-perhiasan-berlian-ukiran-kayu-kerajinan-logam-jarumjahit-file-international-8509554.html?ff=1&mp=1&rs=28688,2.0,2,welcomehome,4.7,0,1 x 1 x 1,0.1,"Perkakas, DIY & Outdoor",Peralatan Genggam,Alat Kikir,overseas
"Ikan Aquarium Tank getah patah laras ornamen gua lansekap dekor
(coklat) - International",74000.0,37000.0,http://www.lazada.co.id/ikan-aquarium-tank-getah-patah-laras-ornamen-gua-lansekap-dekorcoklat-international-13210206.html?ff=1&mp=1&rs=28688,2.0,1,welcomehome,4.7,0,4x4x5,0.03,Persediaan Hewan Peliharaan,Ikan,Aksesoris Akuarium,overseas
"Konverter Easycap audio USB adapter video untuk VHS DVD Video
Menangkap Win7/8",180000.0,90000.0,http://www.lazada.co.id/konverter-easycap-audio-usb-adapter-video-untuk-vhs-dvd-videomenangkap-win78-8492174.html?ff=1&mp=1&rs=28688,2.0,2,welcomehome,4.7,0,1 x 1 x 1,0.08,"TV, Audio/Video, Permainan & Perangkat Wearable",Audio,Home Entertainment,overseas
"36 buah/set alfabet dan angka bayi anak mainan pendidikan tikar
bermain lembut - International",72000.0,36000.0,http://www.lazada.co.id/36-buahset-alfabet-dan-angka-bayi-anak-mainan-pendidikan-tikarbermain-lembut-international-14479180.html?ff=1&mp=1&rs=28688,2.0,1,welcomehome,4.7,0,17.8x13.5x1.7,0.05,Bayi & Balita,Perlengkapan Berkendara Bayi,Playard,overseas
"New Men PU Leather Phone Vertical Zipper Vintage Waist Bag (Brown)
- intl",116000.0,58000.0,http://www.lazada.co.id/new-men-pu-leather-phone-vertical-zipper-vintage-waist-bag-brown-intl-17645046.html?ff=1&mp=1&rs=28688,2.0,1,welcomehome,4.7,0,16x11x4.5,0.11,Tas & Travel,Travel,Tas Travel,overseas
"Dukungan pneumatik pintu lift hidrolik untuk gas Spring tinggal
Lemari Dapur",110000.0,55000.0,http://www.lazada.co.id/door-lift-pneumatic-support-hydraulic-gas-spring-stay-for-kitchencabinet-5992791.html?ff=1&mp=1&rs=28688,2.0,1,welcomehome,4.7,0,1 x 1 x 1,0.14,Lazada Deals,Kebutuhan Rumah Terlaris,Perlengkapan Dapur & Makan,overseas
"2017 New Spring Women PU Leather Messenger Zipper Clutch Bag
(Black) - intl",174000.0,87000.0,http://www.lazada.co.id/2017-new-spring-women-pu-leather-messenger-zipper-clutch-bagblack-intl-16001882.html?ff=1&mp=1&rs=28688,2.0,1,welcomehome,4.7,0,30x21x1,0.15,Tas & Travel,Tas Wanita,Clutches,overseas
