shopid,itemid,status,images
5182389,117811225,1,"d95c83871eaac30e7bcd3d32f8ef5a4a,e14f5655b7531fd298c10c1fdf6800c3,63f08c428124e3cab57a59918c265a37,b5f5129e6802caa2d63692cc1db6b19e,73ee49b62e26a1e05aa260c4a705627e,f216245918cb330c2329f2b62f171edc,23f6d3fe39bcaf667d7fb7e794e20ea5"
5182389,117811229,1,"7362a138d69f338a5c5b12e8be0f9521,866f2e60ea7c694066eab847e6643720,a9da0e7726b6d3f535571a37041a3df2,70f1ebba3e83ea8454d4107e8d09beeb,a4ba7e2dbb478ddb54e07c0f3cab6502,25a7e868b2f949f5cd6b28723704519d,49d6606b91e294b55e1029fc85df327a,078e11e084c87d21ef1160a239c23b19,2583b86df3db888945098a2b805ee25e"
5182389,117811234,1,"206a3d504f7931b303de8936b420c52c,a9dc6f2086dfcff42cfa71fcfc7c6722,fc0302c101e4d29dac38ec693a1e0204,c9a98303d1e3b8c39f24a278cce7d9c4,20c484e5f929a5d1783e7a4905324d43,12e5e53161d892f02090e242c58ca459"
5182389,117811243,1,"b1cac945625b5729ead9d708888d5b1f,85bddb8eb73c698066440b37b2939b0c,456d9e0396ddda046394de1d62e8b554,54958002dab4730e4160128bf82950ba,deb7c5e4257c79b4e672a1b09fbd35a7,de26d1ab0d0e70df7d5dca7eab1de4e5"
5182389,117811248,1,"c9f5f8177225828bb1cf1996ea7d68d5,a4cef9255b59987a986234fd8cf3303e,b928d5fe174f3d7be67466647e6bc171,b27939b008f6602ed58f18a22912e8b3,0089ae8863364a2633ee523fdb4a7773,3704af7d79aeadf377f96d549729c95c,7c01c07d09684297d25f95d7fc22ae78,2b445b187cc3699045c7ffdedadfec80,345e6a0a12836c8ede799cf244c92618"
5182389,117811256,4,"4fe45b551ec60baa4cca43837c8330cd,4d9bf9bc105f72c763442a96be5a558d,96e74083dea25128469052551ffa000b,7d4deca168b398debe20827fb3e109ad,089a1b3363a7fb234135ec627c3a5378,633d8a68bb8241fd662a64163693530b,3b1228eea2df8b24467ef2f7f4bfadcc,a22ec78376fbe43f17d0a4c9c448b8eb"
5182389,117811358,1,"bac3c8887b9781aacf02031f014e3de7,c4ad78f4bc1c72d8300cade7136f7315,2c3e1ac624054aee0744b3b1e3f32546,edca25474f6c07facf86f8d2309b8b34,a7dedb2c4cc6dd222daa1397c54d651c,1f3cfe8e9a4c3924b1c1260c15603148,1b953a4fa9895459b42659d4dcef666b,6a13cdbae94b66e3b101a0950cc87726,63173bd78e6884c436392db458a22f42"
5182389,117811374,4,"5b8d6f79bae7684843b63043506c8add,cc498d2c98e9d91a9c36fab9e46bf374,33ebb383ea5ae7e97debe70c56dc1ce6,c8007cef72ebe0a42ca8c3889ca882ac,c05640cfedaa60641492cd7292a41537,59683ead6d8a9c24de8a0acc7938f02e,39cadadc3890ed1f10ec8bddb068599d,224fef330e55b66612d4d5c4a9296a43,9e68a960334d09a2e76846236d37460e"
5182389,117811384,1,"c33b7c2f822e2482f73c419943748943,0ec1414db15785b1ece1557b648162a0,38fbfbc4da69051cd001c61f6fd214c7,14465cd011031979dab3ac97fc47843e,8225805e7af9e6028a0a92f3b65418a9,48b291552785a2ecb26a6454d2e41106,c736c499059c3bbb6dadd5d5a55be019,b1936bc7d1914cd41ef3757f3b0ec1ad,c338a766690f8b5c352c65eb7cfe8a43"
5182389,117811390,4,"fdb9de44e96d7ce20a38bb95dd16f479,117878e3c8b3b2666a6786545f8229a7,72f9bbdf3ca3cd1e1597d0ec3d49036d,83d4e4db90aa7fdde896206fc6f50765,2ac9c5afe9c75e031b54dcce0d6a66ab,3b3a8866545b3bde95e6ba589e93648d,d5e2488f23da45db0045b207af0d398f"
5182389,117811398,4,"26cfd8df31e7f506ea44550fc1fdae7c,365310755b2fc76216fe9f68cf39d401,5528092fa147d600a624e2fe30b2f2c4,b00331568d69979ae6778757755f65de,e26765db3b156e9b408e21394b095399,3c4442030bff354fcf1b4570638b8d30"
5182389,117811402,4,"609b6f22314ba8eb995f1819e90b4277,8066e34cdf0c8c0bb8a08b587ec53db9,9ea6a8a11bc9920e38942899ed5aa7c1,6c12a38a623d5256b4a2df31c3f2c880,1fdb5c70d8f6dcd9d453fe119e9712b0,a011642f8e82f2821e1fb98f06f98a2e,33270b1fca894b1b658c9f89a0d3ad7c"
5182389,117811409,1,"fe3d3d9657c75c11df112032662fce9d,8f7efc4a0978ba010f6f1bee4e421859,8769e4c239340e4fbaf552f3b6000f3b,b83bd56f522e76ea81ce1667d527906b"
5182389,117811414,4,"7189698fa0b8d4ac060396f9dd8c5ef0,f814c27df8743a8bbfad15159ddd7e6b,70035e789e5e7943fd2b4a2a7043c853,321e2298dce08ec02255a065d286b5f8,318237b4dd219e86b610a95470dbcc9c"
5182389,117811424,1,"dac84f1730678f885d70de1c3f7c2f9e,c19f6aef60e7035753e824cb590af13e,b1e0acfa628b3921da2baf0a809616d8,7dd610dee5ca20dcc476afaab76edc1e,f3f65384075d27757fc26d701780d182,d7995f63c387be03f384a62a2f8f9946"
5182389,117811429,4,"ca1fd56c796aeca4da400e169fdb3201,bcc29eb84164232995a5237d05d82509,eba5ee0454c7789e7cc9d87e5d43c3e3,a88eceec4801659df5f55a90b5e8ab18,5bf1bec882b4ec3f000a0ecfa74fec7c,8326101ef552da40dc510c32c367474d,1257a101c4b1aaf9e39b8859b340e771,04873523f2360bd0544efcf44338a4d5,ec711a5000d16746e0b259a0decd4c66"
5182389,117811435,4,"e0044c1d126931b06a0e4af237e0945d,cf3b7735a9f142be56f35c43ab674bb1,d50cebeaf0090c6819ba36099ab9201b,ee214924903bfecd57aa935959ae24bc,0c49a8f6cbfb7d39ed7ffa0db8e80dcb,95d35a269e97a4dbd8514443b596f034,dcac93239ad1fff336192f356e7f530c"
5182389,117811441,4,"9f7c35f1e0e9b1ca570148e3ab0ee9fa,92a8ad4b1b832f98ef8c9a6025bbebdc,508e9dfc5282c12091ab2929b975dd3e,5c907b4e5ab14300c2c25fa92ccd7ba7,b79ba7374c1f935d52104e3d1920d502,fc68a6cffe341548ef993d50d9a4ff9e,9bb44e84f0d69c42074f18a8b5ad13d7"
5182389,117811453,1,"472d8aaee33d6e1c594434221201517c,b22eb7de35494ee5fc44d18172930cba,bc064794a83f56c1026f80ea4939ecca,b546afe5b5e81253b6c8562c2c528744,246babb1435ab8f510d9040780cc4586,4ce5c5cc4fbe8475db8f3150025df401,07f74ec9ad0d604f47c9b200b5d33b66,dcde7369d05477719020747587c5866b,40ba98f36b2df3c3c072015a0c0cdd99"
5182389,117811460,1,"4aaeec218f4fc5c68a5a1cbb9990baeb,be836958602a75de4f593fe3e1fff47d,f5dddf61f0e223396d50afc27e2bf0cb,d1ff6fb3d8a4795367c55c79c269392a,59a545f901803670aab30d5a2fd57d4d"
5182389,117811464,4,"7394ac7c7ee95adbfaf6dd867e694e41,e7999082d99c375b86aa757b5c7dce7e,dc650b6f27258da0e67d81542e0dca2d,4ebb47c2049e1dd1e83f5f9d1eb663f5"
5182389,117811469,1,"686d55b1cf1a9e9f49ab21d651d7bf15,06f96ab41aa15debd3fdb437b8cc0f77,eafb511c43006bd854f1a9a19015e51e,0eea74f6e0d2f5194370f3ba94138bd0,be6bbc1df0f7f6464ba24ae222e82f56,6856e3494c73ea9ac8e4bc0f237c7bb1,6f5d162265e640eb2ce850ed35a0e8c7,1650bddf321ee1e3975d30bfc87c1a15"
5182389,117811476,4,"653c54deaf7f336793695d91f9a4c140,0140e40ad2aa1a4fcdfe2577669b0cc7,74d0a403998a7e8adaf8d8de68673b25,e61f122952f83fdf673cfa87ce4168b6,ac61aa484266fb6df2449d4a7bf8a233,f39ff5666523a30453f805e3b6b745df,db96638ae8020cddbc121b54bd740cee,94ce1c7ca10b0d811c8fbfaa0af95491,0d56c68302eb2b492bbc50fbd8c04c40"
5182389,117811479,1,"e8c9bf4dbce1314ad352c0b1bdd159e2,a8589775effa799fdc10597aa8b7a6fe,b5a0dc7acc145240ceb45bea53f8461b,ef658820d012df597ea3f111a9202442,b33e9034230ac7fe3e2abe75fb64b09a,d98b4bbb1a28b6e3b5e10740dc11aee0,dc2b6808a3c49094f14f74a93addfb7f,6c010fed98ca588a1dc69e4aa738c857,90fc6e04c75255c5a34f9b4d564e2675"
5182389,117811488,4,"79fd401381325b05e40d9e5ec8cc6ea0,85bffbd636c2776ec2eacc2d8700ba50,9c5644fcd62559c4e6e921add3c9cd51,17c6953b0b0555c5209a8a8992907671,649fd258dffff411308f33ea3bd7368d,4b6a85aaff6c71312cce8bc5cb8eca08,3a7ec757097125ea468bf7c0f94aad9e,38d163c5b574514ca0b40819fcb014f6"
5182389,117811498,4,"4fd3193f8ba43a2a232c3f7d5af8e99b,98eae0b76ba32ed7f640288b238c2af0,f4db842462627c48d4b870dc8cb68edc,9e992c9b022ccf2fd87c067fa459c1ed,d674a9d383f35a3b67d009cef3b98a18"
5182389,117811545,1,"fd43a895ad39dcb245d0abe0d5296aee,9a3f155c0866587b3c7c182a8b1f5752,40620916561206f8aedff81262a441ee,bbebecb86c64eddcf4829734c6e5f670,9b5bc2d15577e689c7560e3e6e8ece29,1f35a7e1010e3661d3090bbb4d26e55e,9aac8536d8d9616dccd79d70583ca5b9"
5182389,117811551,4,"cf307093bfa11df442c8b5c945086347,0058bfd39568cda996bfcc3c41464ca4,8abed51c596475d6898da9c76fcf8466,a141dd68e57b5a49d68edfadb1e875b8,3eaf0e57df91501a4414cb1fed9f85de,89c5e193e7a8baea185b85284672c682"
5182389,117811556,1,"e798facd22a672ecaf283b914b6592d7,c07b797e5cc2f9700ba46c58fc6a34f5,8a2fd318bd274c1399e119af71125514,235c4acbf314b0ab8ab7ea21d3575331,39fcf42c78953159a4244a5db153401d,2cd150d112b4b78081fe3685b06194de,eb71574a2ec13ac8c679fc208aeae509"
5182389,117811562,4,"34bff48ff8ba1fd340c66954b6b41165,cd4ebd6b49a6bbc30f03429f16519a3b,52c2d09b546166edc242d3809dbfe90c,38330de98c61f9e90fe3dd5d7d707b7c,fd6b8b58b4c356d0a999766e05957bd5"
5182389,117811566,4,"8835efa55c469618384f7afcf28ef2df,155a1bc434683395cb4968804aab124a,a46af3a082d78aab74c4709cb911de52,ad74a5e22b6322b2e3712a1a78f65c92,defff9abd5069e506988de84eb31669a,222165fe9642c11272b1d1a330025a74,64ef4b13ebed16b78ff0d992bd3448dd,761cfb7e1ab2c6b6427894ba16be8c42,4e9c879a270833a331b7ebf4e4e047c5"
5182389,117811574,4,"ab1178bf84bc51485461db11fdb4d972,ed34dafa7e1a9209f2536de6a419fcbc,7d611b1afc8532a1ba205f04e26a2007,9706efc4e77aa81efb585ced98e46da3,bc73ef9cb822a9adff2984b4a4b5770e,a02efdc11d175f682807d79ff8f2a689"
5182389,117811582,4,"b9ae8647ff1dcec0f676f14fcc7077b0,69cfc40a36e6b72474b58fc8553339ec,be121b5664f7df42e6359831e7da8491,ec6e0e8d80569b53060b3dcb38afa82d,dc39a493df217ba1833943be00d53d33"
5182389,117811585,1,"e03f5ea939021bdb8d04dabc40c0af4d,f1d3422f27b5f8dfa50cb4e244584f58,a0a2bea39fc1d4f45730495a4ac30a9b,a046f15562a93f4769bd0cfefa3e1436,a7a8c21cf4856134b710930297c75649,618b5292ab256c5def143809436713f1,5d2794189b73af82d40f650ab429860b,8b2d6643bd3bf7134ee116c47e54ae68,307984620661e510b2dd4cc8e4e2ed5c"
5182389,117811588,4,"172819c1a53c4454a27cb497ef0bc532,36d73b9b7de0e781881292da3a6e099c,0798552a4a76c6cb085f8f75486017c6,81e0d58fc65cda4cc657fc76c07eec01,42a92f39eb0c7a7e8ee077b9a18e6cd8,3ca7705e75c63d6a5a45851ffbf6f9d9,053d7daad6488b96fb4a12b2d93073f7"
5182389,117811592,1,"48ae89f7b730228adf444b2087ed23f8,e5ac649432ef278416664271b1d8b71f,afc4e418ffe5f2848ca0503f2dc4e588,ffa325666bffce1911241650e7b8824e,d7c8a84a88d1701c0e55e46cde1287e3,8b2cde280b0264fe3099f697424124b6"
5182389,117811594,4,"1fe7c98158050e384a049b4a5c95d9e9,06838408542dd76999573a07c4e7ca07,c8e00c417326f71a02b81b5dc24c69c9,305efe1962f9bec1512c010012baef73,a6cc56ecc549d533fb306235de0d7d57,2e42e581f51d5bdca3adf50c021190e6"
5182389,117811599,4,"1ec6a5f32f4dcd6e0fe0a6fa396da355,b2d79f5f028ed8fb05b5124b1e85b497,14f5e7ddb60f376c99901fa5c002c78c,a35aac4a0895a3ce1b2190504be7014f,4821c6ea4719cb663264ec1d915ddecc,cc39b7838f66061426e284bd2e4e1b91,10faa43cfe146578feaf863feeb04ff7,dd830c69c0b68622021d0e800d134000,c988dc2b277113b3ff54b7154a587d9f"
5182389,117811608,1,"3e37b1e3154a0fc39590c3cf718d7964,73c81555da6ae4e7068f70b2fe543e6b,daf16f6f8500a6d222108ea8ae76fd9c,9374484753edf0fffbcc4736299aefd9,8bd947686f675b76bb7151f81dd729e2,f918f3af240c5e07aec5894c65250635,b30d0b0a02223c6305725db23768775a,495853f0b7f10d07c2ac601b3c667657"
5182389,117811617,4,"a19c4118e8fec0fb35991fb57b6bccd3,30962c52b1e61a786796b88478d2af6f,57ba272fdc28591e9a53d949803e2966,09934496fbf8375e6873f3c4ce916e5e,179c0e057d519757ca8f593ecc4c7186,d0c81989fc649947067f8dbc6556e93f,0eefcab950fcb4031421bc58eee0a5ea"
5182389,117811623,4,"9e76e8b294687d52a1a94f3f8c607953,6536215496bd685514a0d6cd2decb105,0b3bafe30de26eb949b1216fd0c65f8a,107737a3f7bf2222ed0616b43f7ca2eb,bfd3889694d4f287b0d094bb0f4c92e0"
5182389,117811629,4,"e5730970d80a1f7827a4c6e6e3b5205b,eed02378b718d52901648e958a3e742f,2184c4bf45b50de4293b1bd99697952c,e327dbe12b43bb7e0b6131d53134d971,ed0ec5b578afd3f828928b6b441c90b9,639c0502fa1c4c1fdf7e140f862b94f9"
5182389,117811631,4,"527a719d18df46f5d27c9326e05701be,e893b7cf5403a75bf8e37d22f32cafd6,313baed8afc3133a416ab3a0964a611e,0e797750b744d63884d5fe16c38cc817,01480b12ba6f9cb289fc8d2482b83127,943ed5aa0426ab6405e2c9ff1061ccfb,2d7b3f6dd16399a446d94678cc649a57,290ad979cebc6778f06c531e5efb01b9,33dcefae107cd9d4bd15f6cce30e7880"
5182389,117811637,4,"b00ab56d3afb63a0f9a921216274e54d,5d0d4d542be9ae94dbe8cc0f42750e2f,3256d74b74d125a1100366dbd581c3dd,a6a50adb38cc94e14e6b8640bf740cde,8a6fcbcb1151abc5c27df4591df41940,ef16c139f307e3531b6dc2e59af488af,05a3f5e33587f0968ed9dfc470569bdc"
5182389,117811645,4,"a5b98aca2f515bb08532662cd7717a32,15260fdd3bf20bf73d78dc46609051e7,093e978417558ac39482b5706d74225b,48b589c6111dd0476db723c3c6ba292e,f903adb0797bb30a8bc78c680a308a5e,8cc01dafd1b9ad5bf815c637ca31bf3b,35f9f2b9d97af43f77a779550bfbd696"
5182389,117811651,1,"dce77a894b82951f1aa991675d582deb,b1bb40a683af0653ab3660097fc19175,98e8181252278ef99189ce060e5824db,ff00b50b6a1d8e0d4047e9e4b85e9341,5115b61a2a8c687dad0d0ac5217bf52e"
5182389,117816316,1,"a08c6037632779a8f09ff5fe2c4f5f2f,1a5ada48e5b56310fd2655b1e750121b,34941f5494476279e2759468c7ac539d,5d88f8bc800598ea01eba68824c800af,1c9ba06479feedde3e446f05ee911027,5f1f9cd3c518331fc6dcee6754eeb856,f5a02cb3bbcf5b22031ea58ec1914e81"
5182389,117816325,4,"f66f3f922a0f3626fe9fe06898b43597,61d0477560d771059d4ffaea38384a18,f2c40a1ba2b5d27eab76494432f11ad8,d15284bba69be43b35af6d5288e859c8,de9e4926918a47bf9456e6104c238ddc,e409e6c18c9f092f9426601ff4b5a672,1b2c190c6dd913b1046cce88b3f2adc3"
5182389,117816329,4,"e2b67ed249897cac2bbb40ddea586a63,7e4e8e5509cfefdba5299d3c59e9aa64,7aa0ce2a8a2a3dbfdd4d440f4c04a377,cc85e7b08daa45c61bd33cea90e9208c,5f8883faedc15bc269059495f6f0cb94"
5182389,117816341,4,"ac962640db60026258e2e134be70b906,c11631898ffc0c93245731a395f71798,b67e1210234958fb308e473d5827f58d,0a560d36e2af51b79d725a4c97ffa3a0,7232db069aebde67364c40009fca8dfc,93e26a643703be09f7f36bd7a75731ed,133f8c6b1a94b86221e8113bac98d6c9,271a70607ee35d3f6a7e0d23b266cdd9,8462780c9ed35dda21ebd90a23f650b0"
5182389,117816348,1,"d1fc50dfb7ac42d4d57af59253d474a5,b311df2eb751e4dbbe60797bdbed9359,2845a2541ced698636d2c12bc2cbbead,652eb7fe320e2270de042c73a5188f0c,edca84e55ee29af0d8c3955bdd3eca3e,4321807968ae319f448ddbc332708941,c9f5896ba6d0f84281df288012137ffe,ecd6c5752af766be8d1faed6f664a083,9ce1b3c97779ec0965ae8409e66fe725"
5182389,117816356,4,"5296b926658777c7cf3f3e57cc735390,b0e5ac31629d234c3dc9250018c41efb,f4e26544cf0f1589e62256491f9a4d05,38f9cc247aef3b1fd49c3cecbd5429de,2bfe722f01de228f19fb19af766efd61,8ed18c6853fd5d4b828b038bf23633e8,cc51a9f0eeb3a0ec19359c7398e98f30,1353db8ef16ec0af5150610449956af7,8cd4514ea0b7a04facd1e557d6fd728b"
5182389,117816363,1,"6696cfcc33176445a46672b0ac7eba74,ff72b5dc8768717c847386dd4d4ee19f,155e75eecda884bf85c0ebe123082758,b29ce8c1d6d24c9777ff69ea09f35f99,e45a2a7b52a56d4793fe3caf1b1e0a3f,3879a56e07d062067be6956f7a437c59"
5182389,117865849,1,"693e3863c65a22cc6ff7d8230c50a768,7d30dca39654ab736a22b8ae70084bde,077d85c38eceadbcae7bcaca35f18ce5,0a97a54ec1c2b0f39dd818b7126a1cff,0136521de26c2152b40ced6bbc84c2d1,9e511ed1e9efdbf2dd0a7a355778d3e1,96756cbd5f90c8e0e5b917b73d9b9e41,9f6a1a5188ab06752ed929ee6fba797a,bee0911b914a67281ead001bcc0c29bc"
5182389,117865860,1,"e78b821f10246569039652956461cbc7,c0de7aeba4a54efdc89efdb2042e6193,f3e885bba3a90a71f9961f83fb4b45f1,ff8a820bf8998171e61a4cfefc748a9b,612a5b19b9c0d499eae40ee061ee9831,88e48dd52c7fb91bb8c2143be9ceced2,7408688343ece345d7c35d02dcd6cfa1,f6cc700b64b4663fb82d5aad2e4a3e3c,93310d5875e93d49dc7b6186c36f26a8"
5182389,117865865,4,"bf9464ef0a47ba4b793619c46d89e6a3,e2d153eda49d4dde6fe1e772dd9631cf,74d96b73374f278f0e40a91deba87dff,cf51826e9de087eb2de2a0630d5d9a0a"
5182389,117865874,4,"45f3cf4ac3f7c3c89a214e5a0d1b1c12,91100fbc2069361bbbf515643117147a,b01b6845be6d158c1362c0495cd2af0b,c8a8bc3d32a68bb343dd33c5a41c0f89,b628d56ccc335f7d439462345594d38e,90a35e79bd4432e48d0ae43e3adf8b18"
5182389,117865884,4,"ecb652a5d03a31c5208354a4f2cb71d4,777a3f4a5c9041a1547066309da93592,3271f8f22ef6ef8e7ef0010e9a38e70f,a7d9a4dfa598d82e996e3558c361bf9f,e956beff5afc87ad4633c4f3cf820ec6,a8cb849efc9ed8ea770f905161fa7304,c76b2fe94c730de6c38829697f983f31,1d5faeeec1763727a9160b7b031ef3a1,9826c27fef85581e714d8c943961f647"
5182389,117865892,4,"e9ad24b527af1a561c00f9f01cccd690,5c07b8d838d8530ab3d5be7c1084558c,059d18663c9394d9dbce37abff13eb66,03680c5f44487e8e614b45be5ee853fe,22ffc26951f46bc3c63c2d5c8f124ef2,082f31fe00877ab7f2dcac885e730805,fcbbbee4de6d64157f38d2a06a9d360d,c58b569e638c53fd3e89965b40e48409"
5182389,117865898,4,"6c1a98ff4f9ab3ad00af061a6b84973d,70aeeb29ec2f014f92210679413e3829,bee5b5852c10f925a9c756c8dccebcef,917a8b08bbd6b8b2c1ef3ca0fb4d4c58,3728f6401e91a6fc98e6fee445521954,fab0f8f59b50254172cd3ebc59d3525a,5c93effb36d1d004cd8a3f36a6ab902a"
5182389,117865905,1,"b782651bd273484ef1eea400d0927a96,a1a69381a6b81850df394c191c768d01,30f0babf9582f8bd1eca5fda71c8e2ce,5252334463fe929ea574c90ea0c700d3,7bab9f3a78b4c7cbde4673e14e1da5df"
5182389,117865908,4,"bb43ae0f22d8cbdcb0d67ae11c640ecc,6b6d1b6918a67cf1ef981d172c98e67e,a3d10837dbe72349c06d042632500338,672bd5e84b2d397e76ea81367ee5ec4e,4407550f8c8c183cc1b390884e36c905,5e1164a2dba2901d79cd654b2c0f28a2"
5182389,117865915,1,"d42453886136dcc3019cd205a117fb31,2bb47745e09a1ed0e0e904984c618d23,806db336bf43e919c3d2f06d39bf149d,5419ecfea623909d6b12ec1ceae6c163,6ef388b403fe9584c2edfabdd46e6f9a,6054b604c79fe6b74f71d03b9f5e898c,5a6f3fc6306a1ef48241c3afff538fa4,3c7b59684b99d2907739e3f6969cf9b7,d6141f11315b90647ee1cdc010891635"
5182389,117865922,1,"2391e57fca81e8439db76f12ecb70547,c18f5d3bf1b197b9d3fdb0501294146f,10dc1fffd31df7d6e0ed7eb6c423f1a6,b1a8adaf4d9a9ab1d978f3bc337ddb0e,33ad47a71bd29d78f4d8787fa3d65c8f,de34521d59aa43fb3e1752469225e949,ca5a3a321a4959cc666230d893ea62dc,4233044abdf3c85e703c8937a9afd1e4,48849708cd698a57299b0f2795a7ed07"
5182389,117865926,4,"e12912d0d3b2aead5ab5be1a8bc14501,59b51f0ea45c5716a649dc4ffbb93747,df0ecc7cb6c28d4ba37a16d2dea5babd,74abd650b6b5e350704339ed14018e0c"
5182389,117865932,1,"cfcf52b58b572f6944d210c08bfd56f9,abddcb4dd200f6d3b774ddc12765128d,652d858e6653a90face67ca91e73d39b,25be44b2d5ffa1beea859cc75b8ef893,10a89b599c4386bf87e03f5854182c8b,62f5a03e9b475c45495b4ded88d2da13,d4231c9fb6ab131543b73b84b22547cf"
5182389,117865935,1,"b9811d29b3977ed7aca078308c4cd9f0,a6c2ba8d69a5f8398bc826285838b3fd,aef30e18058e3bf7a156e740a1ebb1ca,7a2306e0c6d5ac82028d8601298f12bd,0241e8b003f4c1bb694143f095033fea,b240e8efc88264450c2fc46a6ad27348,a49735b759e000502ab03cffc42811ff,3b92f56e72d25639b045c70e69f3576e"
5182389,117865942,4,"72d593f7d51a8e22cb0d293d4238ec90,f186eac39b28b4df9b007bc71063032c,cef59b857ab9a68c6257729598abaeed,6029a3b2cf3a4e73f68d8e7ef9f5614d"
5182389,117865949,1,"f727d70728b2a0acf18a05106f23cbfb,4820aa54a7459a471b4c56a86609d720,d7511ecdf69f2dcc06d8831bb910845b,1a6549bf93f96fa483e1cca7d7c82b87,3a7fac2ea0c2d435af51050c0d85549c"
5182389,117865976,4,"9e897ee69f57f2bd60efff062d75df8b,9982d63c4888d50139fe7b652b94bd24,18eb8b7dfa6eed5d1c2b36d7182ec8d3,1501b411685ace2e36d62f36afebf273,d852de1068664de35bb47237d1093306,67fc5e918cce3f6b9690a1e6672a32b4,bd950de4beced183af4c21a116075b2f,cceef601e94955e57c899891c3b874a2,9b6f30df46cdd6892eefac4a27d027f8"
5182389,117865991,1,"07cebd348e440279c59d24291820dc4b,1df6ba6990a6d7bccb440193924ecd32,ae8c7edccdac77abbc6d11574fa14ec0,3d75d14798115c2763689a88cecdcebb,187f6d2faa113279660ee1bbcf9cdc6e,d7ff0f5a76b6bab23353078858067e4e,6b8a0f090fa9b16b3a313d446feeda83"
5182389,117866005,1,"a26b41d552126a98e53cdd2f717d76a5,cf9065f58a6f78bd08445d0112a4302f,0a59a0fda6f31255fb5c32653927809e,e673552a7e785e7a7de9f13d89287ccd,7696e3ce7a3b27831499e07a24b92435,4f74a4fb9dde7e629e1fb8f8c4888806,9fc18dce0f0c418cd70c47eceb2e6b96"
5182389,117866015,1,"7726b6c8aa340c1e795fa7072c2a4afa,01383ba8891e533735ae72191115339e,d441e425b84f4aead8bd3e6dd299814d,d948bc5f5a0e4cc89e8a96a32407b989"
5182389,117866070,4,"1f32cfc577bbd02f1342193a30970599,879cf22175ac95b00d5b5e1610b0c17f,febb6782cbeeb30c65e158ba63ece019,0efd73fda5dc02ef80d2508e52199267,c8cac295da4c07917f546d21a1207d24,eb1cdcef0a292c5ce600c78d4f2ea4dd,14b51baab6d186837a5bca2cdf81bd43,dbea6934e35818b3c70c0f923b1252c4"
5182389,117866075,4,"49f1133a26fc43739618379d0bb24435,04f382b088e17748e70d4b8bb700a42f,61dc8ad748846be601e486531f8deabb,85dab9560b9080db30db687e4921e978,a0a199784404ec81d6ff390d21740aa6,a81b2b6137ab142c5910e12f9d635932"
5182389,117866081,4,"de11327e15c1344c364406d847a04931,d3efb93ba755156666538e21683c0997,2ea3c123d6e641d6e68cb0cd1429ce7a,962d6a02d19760ed1d4b2662470071d2,7b8ea63c36334012b246718534219188"
5182389,117866095,4,"2ca2aa4247b0f5bd7a9bd3d40a4f6287,b4bcd9f9c30e24a958aa21cd99588ad0,ce636ab816ac838605eea69c776455e9,47a243d18d30723fe77dc54871610b1e,10de3069ce4f7d048c7d9d797e6aba04,715a29fc209155ebd4d8923002a1ce26,f42b40405bb1ede6b94bdd6eb68ea8b3"
5182389,117866106,4,"887cf4596e1798efc109b9c5a9e73b4a,61506f7e57b80642ac32fc18a5ee6656,80cdcb9dd8bba63bfce989f4c4f96a5d,406454ad23eab8eb4ee0e1df02de3718,d040613f073497bd45acb0ed7e77ca62,5be93a62adc3e38f27a394a9499e3286,8cf6b0b1b1df1af18ba0e7202dc772d3,595803e5687590d76334d2c921746182,29fa7c3964ad2e50a7513442a59d47c1"
5182389,117866119,1,"8638189f2770c90c8a30415e91dc5bb4,5320de1b3140b1764d2735bc618dd823,f196373af03ce25612292241c8ee6f98,b799e2327e4e056e33bb56b4f9d806f5"
5182389,117866124,4,"ccdef5d0f72d05e36d8bb2e0841202d3,524e4b136c38161062249d1cf445ff50,0931ac092dbf3f1e32b74fdd01c02d03,6d283b758a8054f46bc66d50f32dd834,a962d0eb232495bc23a1ebefe25d3494,aa1f926ba3b42149b0b59d349415bedc"
5182389,117866128,4,"0058fcad59971b267395c6f303d81cc5,d9a065bd5f902fa4ad50c948eb7657ff,d264c925b13596274968d1b194682645,8cc26301f301b61892df6288f8f3958d,8d850d0d1875ecdc1430e0fe0978c9ca,3401399ab4432c3787695019c56838cf,6cff37100177be5a089a76689b00fd6d,3d5818ddd9b49b4eef143b71e3b9f8ff,220c36ad4c97016b911691175fbc73d0"
5182389,117866137,1,"b42e43ced02e3f4d0d31890b491ef5e8,de24d234bb3080248ea9a547df626323,a5d2caf49796e6163fd086e36f7f519f,f3052a49a7f66d1cfcc4ed8a17b5543a,09d0894a62bb513e700505df931fd414,420bfd7bb41787428befc4a485c0f82a"
5182389,117866144,4,"5aecd1089356f9d234636f8f342642d0,c6748e6b918f42bc4ab36a3dd192c776,4e71734600e08fbe0f991d98b0fadaf2,84bb57d9eddea85f66d9e22ad829128d,5befcfbd5f005c740ce83f3de5fb1caa,135aebf06b947cb2648fb708e774fba2,49983a2b092f2f18cca473cc3d1e866a,abd3288ec6331f2e859662cf75ee417b,f806058e0babcc2afca69546eaf7f553"
5182389,117866153,4,"e3593f388e6ca3d5b40af51b1d6a8ec9,4c6bdaac38e3f474f0b7aaee7efb60ba,09503426476d6798d3025a45b8e3a8a6,2770d2f311928337c55c6ce991e259a7,abe07cb67da996b94090c487741388dc,18e0f098d73c7d7d8e7fd1c23f2577e7"
