name,price,price_discount,url,rating,review,seller,seller_rating,shipping_fee,size,weight,category_level1,category_level2,category_level3,local_overseas
"SB Collection Couple Batik Atasan Boneto Songket Blouse Tunik Dan
Kemeja-Multicolor",200000.0,105900.0,http://www.lazada.co.id/sb-collection-couple-batik-atasan-boneto-songket-blouse-tunik-dankemeja-multicolor-36385580.html?ff=1,,,Lui's Collection,3.6,33000,,,Fashion,Fashion Wanita,Pakaian,local
"Women's Lightweight Waterproof Outdoor Hoodie Raincoat Cycling
Running Sport Jacket",366000.0,146700.0,http://www.lazada.co.id/womens-lightweight-waterproof-outdoor-hoodie-raincoat-cyclingrunning-sport-jacket-10602152.html?ff=1,2.0,3,Halife,4.7,0,36x29x2,0.15,Fashion,Fashion Wanita,Pakaian,overseas
"Yutakabee Kaos Couple MTMA - Baju Couple My Trip My Adventure -
Kaos Couple Distro",120000.0,120000.0,http://www.lazada.co.id/yutakabee-kaos-couple-mtma-baju-couple-my-trip-my-adventure-kaos-couple-distro-19331525.html?ff=1,,,yutakabee,0.5,33000,,,Fashion,Fashion Wanita,Pakaian,local
"One Layer 1.5 M Length Vintage Bride Veil Without Comb Cathedral
Dress Veils White - intl",94000.0,47000.0,http://www.lazada.co.id/one-layer-15-m-length-vintage-bride-veil-without-comb-cathedraldress-veils-white-intl-38367043.html?ff=1,,,Jettingbuy,4.3,0,,,Fashion,Fashion Wanita,Aksesoris,overseas
"Bridal Wedding Crystal Rhinestone Flower Hair Clip Comb Pin
Headband (Intl) - intl",90000.0,45000.0,http://www.lazada.co.id/bridal-wedding-crystal-rhinestone-flower-hair-clip-comb-pinheadband-intl-intl-14187151.html?ff=1,2.0,4,YIDEA HONGKONG,4.5,0,,,Fashion,Fashion Wanita,Aksesoris,overseas
"Liz Ladies Disposable Panties Celana Dalam Wanita Sekali pakai
untuk Spa dan Hotel",24000.0,21600.0,http://www.lazada.co.id/liz-ladies-disposable-panties-celana-dalam-wanita-sekali-pakaiuntuk-spa-dan-hotel-9580468.html?ff=1,4.0,2,Daily Needs Store,3.5,33000,10 x 3 x 16,0.2,Fashion,Fashion Wanita,"Lingerie, Baju Tidur & Santai Wanita",local
"Fashion Sexy high-heeled shoes Pointed Thin Shallow Sandals Women
Shoes Pink - intl",294000.0,220000.0,http://www.lazada.co.id/fashion-sexy-high-heeled-shoes-pointed-thin-shallow-sandals-womenshoes-pink-intl-25110426.html?ff=1,3.0,1,atone,3.4,0,,,Fashion,Fashion Wanita,Sepatu,overseas
"D & D Fashion Floppy Hat Wide Ribbon / Topi Pantai Lebar Pita
Pelangi - Cream",75000.0,39900.0,http://www.lazada.co.id/d-amp-d-fashion-floppy-hat-wide-ribbon-topi-pantai-lebar-pitapelangi-cream-24802180.html?ff=1,,,D & D Fashion,3.0,33000,45 x 45 x 12,0.3,Fashion,Fashion Wanita,Aksesoris,local
"BEST Payung Terbalik Gagang C Reverse Umbrella Payung Lipat / Mobil
- 02 BLUE SKY",249999.0,82000.0,http://www.lazada.co.id/best-payung-terbalik-gagang-c-reverse-umbrella-payung-lipat-mobil-02-blue-sky-13896755.html?ff=1,4.0,7,DEALKEREN,5.0,33000,,,Fashion,Fashion Wanita,Aksesoris,local
"Copio Hijab Kerudung Jilbab Pashmina Instan Kezora original by Flow
idea - Abu abu",102700.0,77000.0,http://www.lazada.co.id/copio-hijab-kerudung-jilbab-pashmina-instan-kezora-original-by-flowidea-abu-abu-33605861.html?ff=1,,,Copio,0.5,33000,,,Fashion,Fashion Wanita,Baju Muslim,local
"Eachgo Women Fashion Sexy Sleeveless Floral Chiffon O-neck Dress
(Feather) - intl",118258.0,59129.0,http://www.lazada.co.id/eachgo-women-fashion-sexy-sleeveless-floral-chiffon-o-neck-dressfeather-intl-36602050.html?ff=1,,,twinkle2017,3.8,0,,,Fashion,Fashion Wanita,Pakaian,overseas
"SB collection Stelan Kebaya Astria Batik Blouse Kalong dan Rok
Lilit Jumbo-Golden",400000.0,155900.0,http://www.lazada.co.id/sb-collection-stelan-kebaya-astria-batik-blouse-kalong-dan-roklilit-jumbo-golden-35873064.html?ff=1,,,Lui's Collection,3.6,33000,,,Fashion,Fashion Wanita,Pakaian,local
Baju Muslim Set 3In1 Love Pink,90000.0,90000.0,http://www.lazada.co.id/baju-muslim-set-3in1-love-pink-38148508.html?ff=1,,,nsgrosir,5.0,33000,,,Fashion,Fashion Wanita,Baju Muslim,local
"Setelan Baloteli Kulot / Atasan Wanita / Setelan Wanita -
Mocca/Maroon/Tosca/Navy",210000.0,186000.0,http://www.lazada.co.id/setelan-baloteli-kulot-atasan-wanita-setelan-wanita-moccamaroontoscanavy-28548408.html?ff=1,,,Karya Harapan,1.5,33000,,,Fashion,Fashion Wanita,Pakaian,local
[PINGGANG KARET] Apparel Lab Chino Pants (Silver Grey),150000.0,135000.0,http://www.lazada.co.id/pinggang-karet-apparel-lab-chino-pants-silver-grey-15319266.html?ff=1,,,Apparel Lab,0.0,66000,55 x 25 x 10,,Fashion,Fashion Wanita,Pakaian,local
"Fashion Wanita Mencuri Selendang Syal Wanita Warna Bahan Katun
Lembut Kopi Aksesori Syal",148000.0,74000.0,http://www.lazada.co.id/fashion-wanita-mencuri-selendang-syal-wanita-warna-bahan-katunlembut-kopi-aksesori-syal-14897041.html?ff=1,,,Five Star Store,3.5,0,20.00 x 15.00 x 15.00,0.11,Fashion,Fashion Wanita,Aksesoris,overseas
"fashion Women Summer short Sleeve loose Hollow out beach Casual
mini Dress - intl",234000.0,107100.0,http://www.lazada.co.id/fashion-women-summer-short-sleeve-loose-hollow-out-beach-casualmini-dress-intl-23170116.html?ff=1,1.0,1,kingsuda store,3.4,0,,0.2,Fashion,Fashion Wanita,Pakaian,overseas
[TOSCA BLOSSOM] Gamis Bali Nanami,225000.0,154900.0,http://www.lazada.co.id/tosca-blossom-gamis-bali-nanami-37956133.html?ff=1,,,Mitra Jaya Bersama,3.0,33000,,,Fashion,Fashion Wanita,Baju Muslim,local
"Cyber Sexy Women Spaghetti Strap Lace Backless Crop Tops Tank (
White )(OVERSEAS) - intl",114000.0,75000.0,http://www.lazada.co.id/cyber-sexy-women-spaghetti-strap-lace-backless-crop-tops-tank-white-overseas-intl-34909978.html?ff=1,,,Happydeal365,4.1,33000,,,Fashion,Fashion Wanita,Pakaian,overseas
"Amart Sun Protection Accessories Lace Gloves Delicate Lace Jacquard
Pattern Lace Gloves",90000.0,36000.0,http://www.lazada.co.id/amart-sun-protection-accessories-lace-gloves-delicate-lace-jacquardpattern-lace-gloves-8706569.html?ff=1,,,Amart,4.3,0,1 x 1 x 1,0.03,Fashion,Fashion Wanita,Aksesoris,overseas
Bra Set Scarlet_IntimateWear BS20,99800.0,99800.0,http://www.lazada.co.id/bra-set-scarlet_intimatewear-bs20-33678968.html?ff=1,,,Scarlet Intimate Wear,5.0,33000,,,Fashion,Fashion Wanita,"Lingerie, Baju Tidur & Santai Wanita",local
"Jetting Buy perempuan blus lengan baju panjang pencetakan bintik
putih -",196000.0,98000.0,http://www.lazada.co.id/jetting-buy-perempuan-blus-lengan-baju-panjang-pencetakan-bintikputih-4375706.html?ff=1,2.0,4,Jettingbuy,4.3,0,15×10×10,0.11,Fashion,Fashion Wanita,Pakaian,overseas
Queenshop - MS Set Givenxy - White Red,125000.0,82000.0,http://www.lazada.co.id/queenshop-ms-set-givenxy-white-red-38219588.html?ff=1,,,Queenshop ID,2.5,33000,,,Fashion,Fashion Wanita,Pakaian,local
Pinafore Set (Grey),80000.0,54783.0,http://www.lazada.co.id/pinafore-set-grey-22264119.html?ff=1,1.0,1,Mywardrobe Sby,5.0,33000,,,Fashion,Fashion Wanita,Pakaian,local
"D & D Fashion Floppy Hat Wide Ribbon / Topi Pantai Lebar Pita
Pelangi - Pink Fanta",75000.0,39900.0,http://www.lazada.co.id/d-amp-d-fashion-floppy-hat-wide-ribbon-topi-pantai-lebar-pitapelangi-pink-fanta-10096512.html?ff=1,4.5,2,D & D Fashion,3.0,33000,45 x 45 x 12,0.3,Fashion,Fashion Wanita,Aksesoris,local
[BLUE BLOSSOM] Gamis Bali Nanami,225000.0,154900.0,http://www.lazada.co.id/blue-blossom-gamis-bali-nanami-37956459.html?ff=1,,,Mitra Jaya Bersama,3.0,33000,,,Fashion,Fashion Wanita,Baju Muslim,local
Crazy 8 Skirt Legging Harga Gila- Soft Grey,120000.0,48000.0,http://www.lazada.co.id/crazy-8-skirt-legging-harga-gila-soft-grey-5670026.html?ff=1,4.0,1,Harga-Gila,4.6,33000,25 x 10 x15,0.3,Fashion,Fashion Wanita,Pakaian,local
"Wanita Karet Rambut Rajutan Bando Telinga Hangat Rajutan Hairwrap
Berwarna Merah Muda",150000.0,50000.0,http://www.lazada.co.id/wanita-karet-rambut-rajutan-bando-telinga-hangat-rajutan-hairwrapberwarna-merah-muda-4694061.html?ff=1,,,crystalawaking,4.6,0,1 x 1 x 1,1,Fashion,Fashion Wanita,Baju Muslim,overseas
Sandal Wanita Goldwin 10-02 Orange Size 36 - 39,47800.0,23900.0,http://www.lazada.co.id/sandal-wanita-goldwin-10-02-orange-size-36-39-36548920.html?ff=1,,,52 SuperStore,3.1,33000,,,Fashion,Fashion Wanita,Sepatu,local
Jfashion Tshirt With Mote Short SLeeve - Cream,99900.0,29900.0,http://www.lazada.co.id/jfashion-tshirt-with-mote-short-sleeve-cream-8901228.html?ff=1,5.0,2,j_fashion,5.0,33000,13x13x10,0.3,Fashion,Fashion Wanita,Pakaian,local
"Amart Women Bridal Stretch Satin Lace Fingerless Applique Wedding
Gloves White - intl",125000.0,50000.0,http://www.lazada.co.id/amart-women-bridal-stretch-satin-lace-fingerless-applique-weddinggloves-white-intl-12483349.html?ff=1,,,Amart,4.3,0,33 x 47 x 5,0.06,Fashion,Fashion Wanita,Aksesoris,overseas
Rok Model Span Panjang Jumbo Hitam - XL,149900.0,69900.0,http://www.lazada.co.id/rok-model-span-panjang-jumbo-hitam-xl-25662541.html?ff=1,,,Trendy Shop68,2.5,33000,,,Fashion,Fashion Wanita,Pakaian,local
Wacoal Fashion Panty - ICP 1603B - Multicolor,170000.0,170000.0,http://www.lazada.co.id/wacoal-fashion-panty-icp-1603b-multicolor-20468905.html?ff=1,,,Indonesia Wacoal,1.0,33000,30 x 16 x 6,1.0,Fashion,Fashion Wanita,"Lingerie, Baju Tidur & Santai Wanita",local
Omah Fesyen Shelima Plain Layer Blouse - Violet Size: L,85000.0,28900.0,http://www.lazada.co.id/omah-fesyen-shelima-plain-layer-blouse-violet-size-l-33981463.html?ff=1,,,Omah Fesyen,3.0,33000,,,Fashion,Fashion Wanita,Pakaian,local
Jedai Cantik Warna Import Setengah Lusinan No1,39900.0,39900.0,http://www.lazada.co.id/jedai-cantik-warna-import-setengah-lusinan-no1-20465122.html?ff=1,,,Toko Hakim,2.5,33000,,,Fashion,Fashion Wanita,Aksesoris,local
AKO Jeans Jaket 11-0284 - Teracotta,499000.0,499000.0,http://www.lazada.co.id/ako-jeans-jaket-11-0284-teracotta-571888.html?ff=1,,,AKO JEANS,3.1,61000,1x1x1,0.6,Fashion,Fashion Wanita,Pakaian,local
"Women's Canvas shoes leisure Super comfortable Flat shoes Slip-On
Loafers Grey - intl",561000.0,187000.0,http://www.lazada.co.id/womens-canvas-shoes-leisure-super-comfortable-flat-shoes-slip-onloafers-grey-intl-14763857.html?ff=1,,,ABA shop,4.0,0,,0.48,Fashion,Fashion Wanita,Sepatu,overseas
SG_31 Gamis Binaiya Set 3in1 Cream,210000.0,104500.0,http://www.lazada.co.id/sg_31-gamis-binaiya-set-3in1-cream-36068127.html?ff=1,,,SG_31,2.5,33000,,,Fashion,Fashion Wanita,Baju Muslim,local
"LALANG Cats Pattern Women Summer Shorts Mid Waist Elastic Cotton
Shorts (Blue) - intl",225000.0,75000.0,http://www.lazada.co.id/lalang-cats-pattern-women-summer-shorts-mid-waist-elastic-cottonshorts-blue-intl-16572671.html?ff=1,,,Mode Shop,4.6,0,,0.12,Fashion,Fashion Wanita,Pakaian,overseas
Carvil Biola-01L Women's Casual Sandal - Beige,199000.0,126900.0,http://www.lazada.co.id/carvil-biola-01l-womens-casual-sandal-beige-17475453.html?ff=1,,,,,33000,1 x 1 x 1,0.5,Fashion,Fashion Wanita,Sepatu,local
BenOlshop Kebaya KutuBaru Minidress Elnira Warna Cream Size M L XL,279000.0,124900.0,http://www.lazada.co.id/benolshop-kebaya-kutubaru-minidress-elnira-warna-cream-size-m-l-xl-38124047.html?ff=1,,,Ben OLShop,1.5,33000,,,Fashion,Fashion Wanita,Pakaian Tradisional,local
Faster Sepatu Sneakers Kanvas Wanita 1603-04 - Putih,299800.0,119900.0,http://www.lazada.co.id/faster-sepatu-sneakers-kanvas-wanita-1603-04-putih-25186672.html?ff=1,,,52 SuperStore,3.1,33000,29X15X10,1,Fashion,Fashion Wanita,Sepatu,local
Jasmine Sol Arang untuk Menghilangkan Bau Sepatu,21250.0,21250.0,http://www.lazada.co.id/jasmine-sol-arang-untuk-menghilangkan-bau-sepatu-2791559.html?ff=1,5.0,1,Dunia Jasmine,1.5,33000,27.5 x 5 x 1,1,Fashion,Fashion Wanita,Sepatu,local
CLEAR BLUE_Tali Bra Transparan Bening,25000.0,15750.0,http://www.lazada.co.id/clear-blue_tali-bra-transparan-bening-15861550.html?ff=1,,,Raisya,1.5,33000,,,Fashion,Fashion Wanita,"Lingerie, Baju Tidur & Santai Wanita",local
Sepatu Wanita Sederhana dan Murah,190000.0,160000.0,http://www.lazada.co.id/sepatu-wanita-sederhana-dan-murah-16080372.html?ff=1,,,Khairy Store,5.0,66000,20x20x20,1,Fashion,Fashion Wanita,Sepatu,local
EELIC CDW-20336 BIRU MUDA Celana Dalam Wanita Animal Print BIG SIZE,55000.0,11000.0,http://www.lazada.co.id/eelic-cdw-20336-biru-muda-celana-dalam-wanita-animal-print-big-size-22579297.html?ff=1,5.0,1,Indoelic,3.3,33000,10X10X10,0.3,Fashion,Fashion Wanita,"Lingerie, Baju Tidur & Santai Wanita",local
Sepatu Wanita Hiking - Gunung - Outdoor SNTA 605,899000.0,650000.0,http://www.lazada.co.id/sepatu-wanita-hiking-gunung-outdoor-snta-605-38219568.html?ff=1,5.0,1,ScriptLS_store,2.5,132000,,,Fashion,Fashion Wanita,Sepatu,local
EELIC CDW-20336 MERAH Celana Dalam Wanita BIG SIZE,55000.0,11000.0,http://www.lazada.co.id/eelic-cdw-20336-merah-celana-dalam-wanita-big-size-22579240.html?ff=1,,,Indoelic,3.3,33000,10X10X10,0.3,Fashion,Fashion Wanita,"Lingerie, Baju Tidur & Santai Wanita",local
Arlaine Brukat Suede Flat Shoes [Cream],52500.0,33300.0,http://www.lazada.co.id/arlaine-brukat-suede-flat-shoes-cream-33218138.html?ff=1,,,Arlaine Shop,4.0,33000,,,Fashion,Fashion Wanita,Sepatu,local
Marlee Sepatu Sneaker Import CA - Blue Green,200000.0,85000.0,http://www.lazada.co.id/marlee-sepatu-sneaker-import-ca-blue-green-14827164.html?ff=1,1.666667,3,Marlee shop,3.7,33000,,,Fashion,Fashion Wanita,Sepatu,local
Ataya Roundhand Sweater Maroon Best Seller,75000.0,49000.0,http://www.lazada.co.id/ataya-roundhand-sweater-maroon-best-seller-17687822.html?ff=1,1.0,1,Ataya,1.0,165000,,,Fashion,Fashion Wanita,Pakaian,local
De Voile Atasan Batik Wanita Dignity Zip LGOT ( Green),160000.0,110000.0,http://www.lazada.co.id/de-voile-atasan-batik-wanita-dignity-zip-lgot-green-36451534.html?ff=1,,,Devoile Online,0.5,33000,,,Fashion,Fashion Wanita,Pakaian,local
"Rambut pria wanita gelang jilbab bandana Cap multifungsi membungkus
syal 79",74000.0,37000.0,http://www.lazada.co.id/rambut-pria-wanita-gelang-jilbab-bandana-cap-multifungsi-membungkussyal-79-3158089.html?ff=1,,,Freebang,3.7,0,1 x 1 x 1,0.03,Fashion,Fashion Wanita,Aksesoris,overseas
Tsaqifa Legging Panjang Super Jumbo,45000.0,40500.0,http://www.lazada.co.id/tsaqifa-legging-panjang-super-jumbo-33645629.html?ff=1,5.0,1,ETALASETSAQIFA,3.5,33000,,,Fashion,Fashion Wanita,Pakaian,local
Omah Fesyen Fefelia Flowery Sleeveless Mini Dress - Purple Size: L,99000.0,28900.0,http://www.lazada.co.id/omah-fesyen-fefelia-flowery-sleeveless-mini-dress-purple-size-l-33956977.html?ff=1,2.0,1,Omah Fesyen,3.0,33000,,,Fashion,Fashion Wanita,Pakaian,local
Gamis Syar'i Maxmara Mawar - Tosca,312300.0,217600.0,http://www.lazada.co.id/gamis-syari-maxmara-mawar-tosca-25610143.html?ff=1,1.0,1,WiKie Fashion 99,5.0,33000,,,Fashion,Fashion Wanita,Baju Muslim,local
"Korean Style Lady's Summer V-neck Chiffon Blouse Vintage Long
Sleeve T-Shirt",158000.0,63000.0,http://www.lazada.co.id/korean-style-ladys-summer-v-neck-chiffon-blouse-vintage-longsleeve-t-shirt-4388189.html?ff=1,2.851064,4,Amart,4.3,0,1 x 1 x 1,0.095,Fashion,Fashion Wanita,Pakaian,overseas
Pluvia Slip On Wedge Sneakers Laser WP37 - Cream,160000.0,74900.0,http://www.lazada.co.id/pluvia-slip-on-wedge-sneakers-laser-wp37-cream-19839310.html?ff=1,,,Pluvia Shoes,5.0,66000,,,Fashion,Fashion Wanita,Sepatu,local
Rok maxi payung panjang wanita jumbo long skirt Anjali - mocca,180000.0,80580.0,http://www.lazada.co.id/rok-maxi-payung-panjang-wanita-jumbo-long-skirt-anjali-mocca-26838134.html?ff=1,,,CJ collection,1.5,33000,,,Fashion,Fashion Wanita,Pakaian,local
Omah Fesyen Halseya Stripe Flare Mini Dress - Peach Size: M,149000.0,48900.0,http://www.lazada.co.id/omah-fesyen-halseya-stripe-flare-mini-dress-peach-size-m-33938623.html?ff=1,,,Omah Fesyen,3.0,33000,,,Fashion,Fashion Wanita,Pakaian,local
168 Collection Maxi Dress Roses Gamis-Hitam,190000.0,81900.0,http://www.lazada.co.id/168-collection-maxi-dress-roses-gamis-hitam-24946959.html?ff=1,,,Ach Collection,4.0,33000,25x20x2,0.4,Fashion,Fashion Wanita,Pakaian,local
Jas Hujan Rok Salsa Bawahan Rok (Biru),262325.0,106250.0,http://www.lazada.co.id/jas-hujan-rok-salsa-bawahan-rok-biru-10030350.html?ff=1,,,Larisashop,0.0,33000,,,Fashion,Fashion Wanita,Pakaian,local
Delarosa Mukena Travel Type D101,120000.0,84000.0,http://www.lazada.co.id/delarosa-mukena-travel-type-d101-4886034.html?ff=1,,,delarosa,4.0,33000,92 x 92 x 135,1,Fashion,Fashion Wanita,Baju Muslim,local
"Kanan-Kiri Sandal Wanita Paylon Empuk Murah L7003 - Tosca Size
36-40",83800.0,41900.0,http://www.lazada.co.id/kanan-kiri-sandal-wanita-paylon-empuk-murah-l7003-tosca-size36-40-37954451.html?ff=1,,,Alldays Mart,3.6,33000,,,Fashion,Fashion Wanita,Sepatu,local
Marlee RT-12 Sandal Flat Wanita - Hitam,100000.0,31500.0,http://www.lazada.co.id/marlee-rt-12-sandal-flat-wanita-hitam-34671359.html?ff=1,,,Marlee shop,3.7,33000,,,Fashion,Fashion Wanita,Sepatu,local
Omah Fesyen Sayniea Stripe Peplum Blouse - Fuchsia Size: S,79000.0,28900.0,http://www.lazada.co.id/omah-fesyen-sayniea-stripe-peplum-blouse-fuchsia-size-s-33938937.html?ff=1,,,Omah Fesyen,3.0,33000,,,Fashion,Fashion Wanita,Pakaian,local
AzamClobber - Jaket Bomber - Basic Womens - Hitam,175000.0,84065.0,http://www.lazada.co.id/azamclobber-jaket-bomber-basic-womens-hitam-35437388.html?ff=1,,,Azam Clobber,2.5,33000,,,Fashion,Fashion Wanita,Pakaian,local
MJ Dress Cia - Blue,199000.0,66300.0,http://www.lazada.co.id/mj-dress-cia-blue-37301936.html?ff=1,,,MJ OLS JKT,2.5,33000,,,Fashion,Fashion Wanita,Pakaian,local
Luludi By Wacoal Fashion Panty - LP 5949 - Pink,70000.0,70000.0,http://www.lazada.co.id/luludi-by-wacoal-fashion-panty-lp-5949-pink-12889519.html?ff=1,,,Indonesia Wacoal,1.0,33000,30 x 16 x 6,1.0,Fashion,Fashion Wanita,"Lingerie, Baju Tidur & Santai Wanita",local
"SR Collection Set 2 in 1 Pakaian Wanita Brukat Spandek Chichay -
Abu Tua",109900.0,89900.0,http://www.lazada.co.id/sr-collection-set-2-in-1-pakaian-wanita-brukat-spandek-chichay-abu-tua-36375485.html?ff=1,,,Sandria Jakarta,4.0,33000,,,Fashion,Fashion Wanita,"Lingerie, Baju Tidur & Santai Wanita",local
Carvil Riona-L Ladies Sandal Sponge - Black/Beige,99000.0,62900.0,http://www.lazada.co.id/carvil-riona-l-ladies-sandal-sponge-blackbeige-24493698.html?ff=1,,,,,33000,40 x 20 x 10,0.5,Fashion,Fashion Wanita,Sepatu,local
"SB Collection Stelan Kebaya Batik Putri Blouse Kutubaru Dan Rok
Lilit-Magenta",250000.0,144900.0,http://www.lazada.co.id/sb-collection-stelan-kebaya-batik-putri-blouse-kutubaru-dan-roklilit-magenta-31183873.html?ff=1,5.0,1,Lui's Collection,3.6,33000,,,Fashion,Fashion Wanita,Pakaian,local
"Lovely Cartoon Panda Home Floor Soft Stripe Slippers Female Shoes -
intl",136000.0,78000.0,http://www.lazada.co.id/lovely-cartoon-panda-home-floor-soft-stripe-slippers-female-shoes-intl-15819129.html?ff=1,,,CNB2C,3.7,0,20x20x10,0.1,Fashion,Fashion Wanita,Sepatu,overseas
Labelledesign Eye Cartoon - Orange,80000.0,29000.0,http://www.lazada.co.id/labelledesign-eye-cartoon-orange-17525480.html?ff=1,3.0,1,Labelle_Design,4.4,66000,15x15x10,0.30,Fashion,Fashion Wanita,Pakaian,local
Sepatu Sandal Wanita Replika Kickers Mulan 1203,110000.0,89000.0,http://www.lazada.co.id/sepatu-sandal-wanita-replika-kickers-mulan-1203-38431449.html?ff=1,,,Zentine Store,0.5,,,,Fashion,Fashion Wanita,Sepatu,local
Celana Dalam Hamil Exclusive Sorex 1130 free size - Hijau,145000.0,84000.0,http://www.lazada.co.id/celana-dalam-hamil-exclusive-sorex-1130-free-size-hijau-38085776.html?ff=1,,,Abreanastore,2.5,33000,,,Fashion,Fashion Wanita,"Lingerie, Baju Tidur & Santai Wanita",local
KelinciMadu-Bebbishoes-Laser Wedges Heels-Brown,110000.0,65000.0,http://www.lazada.co.id/kelincimadu-bebbishoes-laser-wedges-heels-brown-38172044.html?ff=1,,,kelincimadu,3.5,33000,,,Fashion,Fashion Wanita,Sepatu,local
Auzara Allison Midi Culotte Pants - Celana Kulot Wanita - Mocca,114000.0,63900.0,http://www.lazada.co.id/auzara-allison-midi-culotte-pants-celana-kulot-wanita-mocca-20169159.html?ff=1,,,AUZARA,1.0,33000,10x10x10,1,Fashion,Fashion Wanita,Pakaian,local
Moonar Fashion Wanita Baju Clubwear (Hitam),162000.0,81000.0,http://www.lazada.co.id/moonar-fashion-wanita-baju-clubwear-hitam-1919276.html?ff=1,3.545455,1,moonarstore,4.0,0,1 x 1 x 1,0.07,Fashion,Fashion Wanita,Pakaian,overseas
parisku hijab jilbab segiempat yasmin tosca,67700.0,42500.0,http://www.lazada.co.id/parisku-hijab-jilbab-segiempat-yasmin-tosca-29118218.html?ff=1,,,PARIS.,4.4,33000,,,Fashion,Fashion Wanita,Baju Muslim,local
HAILADIES - Gstring Wanita Seksi Aksen Renda kode Nadira - Merah,45000.0,37000.0,http://www.lazada.co.id/hailadies-gstring-wanita-seksi-aksen-renda-kode-nadira-merah-21682256.html?ff=1,,,Hailadies,1.0,33000,,,Fashion,Fashion Wanita,"Lingerie, Baju Tidur & Santai Wanita",local
Skechers Beverlee Delighted Women's Wedges - Multi-warna,599000.0,479200.0,http://www.lazada.co.id/skechers-beverlee-delighted-womens-wedges-multi-warna-24435059.html?ff=1,,,Planet Sports,5.0,0,,,Fashion,Fashion Wanita,Sepatu,local
EELIC CDW-20336 HIJAU Celana Dalam Wanita BIG SIZE,55000.0,11000.0,http://www.lazada.co.id/eelic-cdw-20336-hijau-celana-dalam-wanita-big-size-22579298.html?ff=1,,,Indoelic,3.3,33000,10X10X10,0.3,Fashion,Fashion Wanita,"Lingerie, Baju Tidur & Santai Wanita",local
Shoppaholic Shop Kemeja Wanita Jolly - Tosca,145600.0,66900.0,http://www.lazada.co.id/shoppaholic-shop-kemeja-wanita-jolly-tosca-15839544.html?ff=1,5.0,1,Shoppaholic Shop,3.7,33000,,,Fashion,Fashion Wanita,Pakaian,local
[PINGGANG KARET] Apparel Lab Women Chino Pants (Black),150000.0,135000.0,http://www.lazada.co.id/pinggang-karet-apparel-lab-women-chino-pants-black-15265092.html?ff=1,,,Apparel Lab,0.0,66000,55 x 25 x 10,,Fashion,Fashion Wanita,Pakaian,local
Omah Fesyen Caterine Plain Longsleeve Shirt - Tosca Size: L,109000.0,38900.0,http://www.lazada.co.id/omah-fesyen-caterine-plain-longsleeve-shirt-tosca-size-l-33938972.html?ff=1,,,Omah Fesyen,3.0,33000,,,Fashion,Fashion Wanita,Pakaian,local
"Shining Stelan Kebaya Nicka Batik Blouse Kalong Dan Rok Lilit
Jumbo-Golden",400000.0,140310.0,http://www.lazada.co.id/shining-stelan-kebaya-nicka-batik-blouse-kalong-dan-rok-lilitjumbo-golden-35874051.html?ff=1,,,ishika,2.0,33000,,,Fashion,Fashion Wanita,Pakaian,local
Omah Fesyen Vienday Plain Mermaid Set - Navy Size: M,149000.0,48900.0,http://www.lazada.co.id/omah-fesyen-vienday-plain-mermaid-set-navy-size-m-33938705.html?ff=1,,,Omah Fesyen,3.0,33000,,,Fashion,Fashion Wanita,Pakaian,local
"YBC Women Sexy Mini Short Skirts Stretch High Waist Pleated Skirt
Rose Red - intl",186000.0,65000.0,http://www.lazada.co.id/ybc-women-sexy-mini-short-skirts-stretch-high-waist-pleated-skirtrose-red-intl-12317943.html?ff=1,2.0,2,Your BestChoice,4.2,0,5 x 10 x 3,0.19,Fashion,Fashion Wanita,Pakaian,overseas
Inficlo Kemeja Jeans Wanita / Dress Wanita SPIx490 Blue,375000.0,150000.0,http://www.lazada.co.id/inficlo-kemeja-jeans-wanita-dress-wanita-spix490-blue-10074745.html?ff=1,5.0,1,Shopiyu Fashion,2.5,33000,10 x 10 x 10 cm,0.5,Fashion,Fashion Wanita,Pakaian,local
COUPLELOVER-JAKET CEWEK | JAKET HOODIE | JAKET WANITA FUNNY PINK,199000.0,109000.0,http://www.lazada.co.id/couplelover-jaket-cewek-jaket-hoodie-jaket-wanita-funny-pink-33688975.html?ff=1,,,couplelover,2.5,33000,,,Fashion,Fashion Wanita,Pakaian,local
Dua Melati Celana Kulot Klok Panjang Batik Sogan LC57,89000.0,89000.0,http://www.lazada.co.id/dua-melati-celana-kulot-klok-panjang-batik-sogan-lc57-23585405.html?ff=1,5.0,1,Dua Melati,4.0,33000,,,Fashion,Fashion Wanita,Pakaian,local
Sleepwear Piyama Baju Tidur Dewasa Cewek PY 22 CREAM,105000.0,95000.0,http://www.lazada.co.id/sleepwear-piyama-baju-tidur-dewasa-cewek-py-22-cream-22581215.html?ff=1,,,Sleepwearkids,1.5,33000,,,Fashion,Fashion Wanita,"Lingerie, Baju Tidur & Santai Wanita",local
Nursing Apron / Kain Penutup Menyusui 1 lapis - Transport MSL-01,102000.0,86700.0,http://www.lazada.co.id/nursing-apron-kain-penutup-menyusui-1-lapis-transport-msl-01-36918840.html?ff=1,,,GROSIR SEPATU ANAK & BAYI,3.5,33000,,,Fashion,Fashion Wanita,Aksesoris,local
