shopid,itemid,rating_star,cmt
4937640,40486732,5,delivery took awhile but good product quality :) good transaction overall
4937640,26495075,5, Good product quality
4937640,372881742,5, Good product quality Fast delivery Excellent service by seller
4149345,106562547,5, Good product quality
4149345,320486094,0,Is this instock?:)
4149345,17709700,1,Item comes in faulty... 
4937640,17702372,3,Not as expected
4937640,226207333,5, Good product quality. True to picture. 
4149345,13427118,5,Good price for item n delivery.. but haven't try anything. Nicely pack too :) 
4937640,104771942,5, Fast delivery
4149345,122455427,5, Good product quality
4937640,99310560,5, Good product quality
4937640,19379090,5, Good product quality Excellent service by seller
4149345,14477372,5,Seller placed my brushes at the top to avoid damaging 👍🏻
4937640,265637027,5,delivery took awhile but good product quality :) good transaction overall
4937640,16812086,5, Fast delivery
4149345,29995010,5,Didn't notice that it doesn't include the plates and agreed to refund me. Thank you for being so understanding! 
4149345,13433292,5,Best seller from shopee thank you!
4149345,122414837,5, Fast delivery Excellent service by seller Good product quality
4149345,42089806,5, Good product quality.  Fast delivery. Item works as described. 
4937640,104771400,5, Good product quality Fast delivery
4149345,16441791,5, Good product quality
4937640,372881742,5, Good product quality Fast delivery Excellent service by seller
4937640,35279701,5, Good product quality
4937640,238311553,5, Good product quality Good product quality Excellent service by seller
4149345,15736580,3,Took longer than expected for the express delivery.
4937640,18980338,3,"Very soft, not good but it's 10cents only lol, will purchase other items again tho"
4149345,86742031,5, Good product quality Fast delivery Excellent service by seller
4149345,24119080,5, Good product quality
4149345,26966804,3,Took longer than expected for the express delivery.
4937640,19378492,5,"Great, smaller than expected other than that I love it!"
4149345,238809445,5, Fast delivery Fast delivery
4149345,14486670,5,Haven't try good price
4149345,14480391,5,Best seller from shopee thank you!
4937640,155675738,4,Nice prints and useful. Material is thinner than what I have expected. Would have preferred that the items are not folded when delivered. The bags now has a line in the center which is not very pretty. 
4937640,104771400,5, Good product quality Fast delivery
4937640,17704793,5, Fast delivery
4937640,26495034,5, Excellent service by seller
4149345,165830198,5, Good product quality
4149345,15250953,5,Thx seller
4937640,103151678,5, Good product quality Excellent service by seller
4937640,155675738,4,Nice prints and useful. Material is thinner than what I have expected. Would have preferred that the items are not folded when delivered. The bags now has a line in the center which is not very pretty. 
4149345,17709230,5, Good product quality Fast delivery Excellent service by seller
4149345,49780024,4, Good product quality
4149345,42089797,5, Good product quality Fast delivery but the box was already in a bad condition. But item works as it should. 👍🏼
4149345,15250117,5,In great condition! 
4937640,106658815,4,"item came in good condition. was even notified before delivery. only one thing i'm not happy: design. the design is different from the pic posted. other that that, i'm happy with it. thanks seller!"
4937640,40486880,5, Good product quality
4149345,15735823,5,Haven't try yet but nicely pack 
4937640,24088098,5, Fast delivery
4149345,14481682,5,Best seller from shopee thank you!
4937640,46524199,5, Excellent service by seller
4149345,238809445,5, Good product quality
4149345,15250953,5,Thx seller
4937640,19376409,5,Seller was very nice in explaining my enquires :)!
4149345,237463508,5, Good product quality
4937640,46524204,1, Very poor product quality
4149345,16432294,5,Thanks 😊
4937640,26495092,5, Excellent Overall Service. Very satified with the customer service. Thank you
4937640,22564165,5, Fast delivery
4937640,18985972,5,Fast delivery. but some items are of low quality. like the mirror I ordered. cannot work at all. But most ofare of reasonable quality given the price.
4149345,16431570,5,Very cheap but yet to open to check... will update if item is not worth.
4937640,24088098,5, Fast delivery
4149345,42462834,5, Good product quality
4937640,16812206,5,Produce came in good condition ^_^ .
4149345,14485272,5,Best seller from shopee thank you!
4937640,18982482,3,"Tweezer doesn't grab hair that well, but the light works. "
4149345,86889806,5, Good product quality Fast delivery Excellent service by seller
4149345,42089809,5, Fast delivery
4937640,18983337,5,"This is nice, the brush is relatively firm enough to apply liner. "
4937640,100428125,5, Excellent service by seller
4937640,119025745,5, Fast delivery
4149345,42089916,5,Worth trying @$5 but slightly longer waiting time. Cheers!
4149345,15720360,5,Best seller from shopee thank you!
4149345,110639432,5,Receive in good condition 
4149345,15719000,5, Excellent service by seller
4149345,15249017,5,good
4149345,237463843,5,Cheap! Good value for money
4937640,24088098,5, Fast delivery
4149345,18260305,5,Good product quality Fast delivery Excellent service by seller
4149345,46575149,5,received within 2 wks. small bubblewrapped package. 
4149345,58349040,3,Nice product in appearance
4937640,18984937,5,"Doesn't budge when rubbed, and the packaging is super cute. "
4937640,100428088,3,Looks and feel expensive but not v good in covering 
4937640,104771942,5, Excellent service by seller
4937640,24095270,0,"@thyloveinfrance Sorry for the trouble, it may damaged by the shipment~"
4149345,15720498,5,Best seller from shopee thank you!
4149345,81547054,4, Fast delivery Excellent service by seller
4937640,115574611,5, Excellent service by seller
4149345,26966797,5, Excellent service by seller. Item was receive earlier than the date given and it is compact. Definitely worth buying more with seller. 
4937640,129009211,5, Fast delivery
4149345,13431842,3, Fair value
4149345,42462741,5,Cheap and good!
4937640,24095270,0,"👍🏼👍🏼 received before expected date, and the small holes below is easy to use !"
4937640,206979813,2,"The smell wasn't too bad but the coverage wasn't v good 
However if u are going for the natural look then this is good for u . "
4937640,26495147,4,"The bowl is a bit small, but overall ok."
4149345,15737115,5,Best seller from shopee thank you!
4149345,16429060,5,Best seller from shopee thank you!
4149345,13433352,5,Super handy! Loved it!
4149345,361724648,5, Fast delivery Good product quality
4937640,19376574,4,"The delivery took 3 weeks, which is quite long.. Other than that the product is decent, soft brush and nice color (I got turquoise) "
4937640,44564397,5, Good product quality Good product quality
4937640,35279645,5,"I love this. You need a travel adapter as the plug is Non-Singaporean standard, but the strsightener heats up so fast. The ceramic plates don't have enough slip, so it doesn't slide down the hair smoothly. But for the price this is good."
4937640,317670666,1,"Got scars after I used this . 
Very very very poor product quality"
4937640,317670734,5, Good product quality.. really works
4937640,44467159,4,The scissors isnt sharp enough. 
4149345,16749243,5, Fast delivery
4937640,18985848,5, Fast delivery
4937640,19379090,5, Good product quality
4149345,16430598,5,Best seller from shopee thank you!
4937640,17705128,5, Good product quality Good product quality Excellent service by seller
4937640,26495797,5, Good product quality
4149345,318313934,5, Good product quality
4149345,14481479,5, Excellent service by seller
4149345,17709916,2,The wind come out from the fan sucks 
4937640,46524204,5, Good product quality Fast delivery
4937640,22563813,5,Great seller n great sev. Take responsible too. Tqvm 
4149345,13433352,2, Poor product quality
4937640,18985848,5, Excellent service by seller.
4937640,18986068,5, Fast delivery
4149345,14480472,5,This really works! Lights up within seconds! 😄🚬👍
4149345,16432552,5,Best seller from shopee thank you!
4937640,54968233,5, Fast delivery
4937640,19378368,5, Excellent service by seller
4937640,155675738,5, Excellent service by seller
4937640,127478636,5,Received in good condition. Yet to try
4937640,104771400,5, Excellent service by seller
4937640,40486732,5, Fast delivery
4937640,194718064,5, Fast delivery Fast delivery
4149345,17709350,2," Good product quality, the box seems to be pressed by things."
4937640,35923923,5, Excellent service by seller
4149345,57202036,5, Excellent service by seller
4937640,26495797,5, Good product quality
4149345,24119058,1,"It took a freaking month for it to arrive, not the few days by the air mail that i paid for. "
4149345,104216188,5,Delivery took awhile but item looks good. Value for money and as pictured. Lol
4149345,46508803,5,Best seller from shopee thank you!
4937640,103150003,5,On of the shades were broken but it's alright :)
4149345,15736375,5, Good product quality
4937640,127979848,1,Fast delivery but Very poor product quality. I know they are dupes but the super light nudes I got (Truffle and Stone) were fuschia pink and barbie pink respectively. Packaging is great but the product was so disappointing. 
4149345,185964204,1," Very poor service by seller. Instead of sending 4 power banks, the seller only send 3 and claimed that the warehouse sent 4. A sender who trying to change my rating despite not making to her promise. Buy at your own risk!"
4937640,18983444,5, Good product quality Excellent service by seller
4149345,42089916,5,Great and prompt service by seller. 
4937640,104304937,5, Good product quality
4149345,30004477,2, Poor product quality，It seems to have been used.
4937640,127979848,5, Good product quality
4937640,19376409,5, Good product quality
4149345,42089916,5,3rd time buying this item!  Excellent service by seller
4149345,185964204,1,"Very poor service by seller. Instead of sending 4 power banks, the seller only send 3 and claimed that the warehouse sent 4. A sender who trying to change my rating despite not making to her promise. Buy at your own risk!"
4937640,194988901,5, Fast delivery
4149345,81547050,5, Good product quality. Thanks. 
4937640,19378368,5, Good product quality and excellent service by seller . 
4149345,53361477,4, Good service by seller
4149345,185964204,1,"Very poor service by seller. Instead of sending 4 power banks, the seller only send 3 and claimed that the warehouse sent 4. A sender who trying to change my rating despite not making to her promise. Buy at your own risk!"
4937640,19377585,5, Good product quality
4937640,26495797,5,Good product quality! Colour pay off is great for the shimmery colours! 
4937640,210159262,5,The palette is nice but 3 corners are dented.  Looks very cheap now....not worth paying for a dented product.  Very disappointed to pay for a damaged product.
4937640,16812173,0,"@nikkiwong2016 it's actually, shimmer ( white ) green and pink. It's more for colour correcting :)"
4937640,127979848,5, Good product quality
4937640,46524199,5,Item was received in good condition. :)
4937640,26495001,5,item was delivered promptly and hope to deal w u again in the future :) bought this for my two sisters and they like it hehe thank you so much 🙈☺️
4937640,24095270,1,"doesnt work, leaked everything that i put in in my bag. "
4149345,185964204,1,"Very poor service by seller. Instead of sending 4 power banks, the seller only send 3 and claimed that the warehouse sent 4. A sender who trying to change my rating despite not making to her promise. Buy at your own risk!"
4149345,16431852,5, Good product quality
4937640,127979848,5, Good product quality
4149345,13433352,5, Good product quality Fast delivery Excellent service by seller
4937640,16812173,5," Good product quality Fast delivery
Ordered on 18 feb arrived on 25 feb 
The delivery company even gave a call a day before delivery.
The eyeliner was not really water proof 
The contour palette has a smell and the pigment is good but the product was not the best quality but good.Good soft lash"
4149345,71921841,0,Can pay by cash?
4937640,127979848,5, Good product quality
4149345,51485278,5, Good product quality Fast delivery Excellent service by seller
4937640,16804489,5, Good product quality Fast delivery
4937640,35923584,5, Good product quality
4149345,110639416,5,Fast delivery
4937640,95113968,1,Never receive
4937640,127979848,5, Good product quality
4937640,21273292,5,Thank you for the fast delivery i just recieve 2minit ago
4937640,18984937,5,"Good product quality Fast delivery
Ordered on 18 feb arrived on 25 feb 
The delivery company even gave a call a day before delivery.
The eyeliner was not really water proof 
The contour palette has a smell and the pigment is good but the product was not the best quality but good.Good soft lash"
4149345,42089916,5, Good product quality
4937640,35923690,5, Good product quality
4149345,232365529,5,"So pretty! Love it so much! Fast delivery, thanks! "
4149345,13426987,5,Good buy. The waiting time quite Long but excepted as from oversea 
4149345,46508845,5, Fast delivery Good product quality Excellent service by seller
4149345,19335053,3,"Torchlight comes without batteries.
No instruction provided.
Packaging was done nicely."
4937640,40486882,5, Good product quality
4937640,18985848,5,"Good product quality Fast delivery
Ordered on 18 feb arrived on 25 feb 
The delivery company even gave a call a day before delivery.
The eyeliner was not really water proof 
The contour palette has a smell and the pigment is good but the product was not the best quality but good.Good soft lash"
4937640,18985848,5,Came in great condition. Very sastified with the natural looking lashes
4937640,24095270,5," Good product quality, fast delivery and super worth it."
4149345,16749761,5, Good product quality Fast delivery
4937640,155675738,5, Good product quality
4149345,16749381,4, Good product quality
4149345,16431050,5,Simple and easy to use. Great for presentations! Good product quality
4149345,13433566,5,"great customer service! was missing a letter from the first delivery. when I contacted the seller about it, the seller mailed me a new set!"
4149345,56342493,5, Fast delivery
4149345,14486824,3,Delivery is slow as they declared. Battery slot a little tough to open. Bought 3 but 1 was much lighter. No idea why
4937640,46523851,5," Good product quality and Fast delivery
"
4149345,71921841,5, Excellent service by seller
4937640,85958290,5, Good product quality
4149345,42089916,5, Good product quality Fast delivery Excellent service by seller
4937640,18986068,5,Had to poke a hole into the tube. Very watery not like original brand. I think it's inspired but y does the job. Good value for the price. 
4937640,26495244,5,Great service!will buy from sellee again! 
4149345,80679577,5," Good product quality
Very clear at night"
4149345,60228004,5, Good product quality Fast delivery Excellent service by seller
4149345,19339392,3,"No batteries provided
No instruction providrd
Packaging was done nicely"
4149345,47585009,5,Very lightweight as material is thin. Zip not very smooth however
4149345,15720215,5," Excellent service by seller Good product quality
Received today 12 jan 17. 😉😉"
4937640,103151589,4, Good product quality 
4937640,104304937,5," Excellent service by seller Fast delivery. Definitely not the bronze palette but the burgundy one instead. Hey for the price, not complaining! ☺ love the colours😁"
4937640,35923958,2,doenst really grab nicely
4149345,53361220,5, Fast delivery
4149345,13430983,5, Good product quality Good value for money Fast delivery
4937640,104771942,3,Poor product quality Delivery time as expected
4937640,237703145,3," Fast delivery, quality okay"
4937640,18985414,5,Thx seller
4937640,19378141,5, Good product quality
4149345,15720530,0,Really can see own reflection?  Fix already big or small??
4149345,13427118,5,Very friendly N very fast thank u
4937640,206979572,3, Product quality is ok
4937640,120005596,5,"Good product quality, Fast delivery & Excellent service by seller
Brushes are super soft :)"
4149345,16430420,3," Delivery time as expected, extremely affordable"
4149345,13433484,5,Excellent Seller who is Extremely Service-Orientated n Patiently provides Buyer wif sound advise with their purchases.Store selling practical products dat any household need. 
4937640,225378001,5, Good product quality
4149345,14477372,5,Cheap!
4937640,17702243,3,The cover/ lid broke 
4937640,112156353,0,How I can buy this bag
4149345,15736347,3,Didn't get the colour I wanted and not sure how to put the perfume inside from my edp cause there's no hole at the bottom of the bottle to pump my edp into it.
4937640,24095270,5,Worth the price even the delivery took slighty longer as it came from China. Minimum or no leakage 👍 just that the cover a little loose. 
4149345,14479774,5,Cheap!
4149345,49790527,5, Fast delivery
4149345,57202036,4,"came with a black stretchable & detachable band as well, in case you're not wearing a backless shirt & you don't need the transparent band — the stretchable black cloth band will be more comfortable. however it was quite hard to hook since it's not right in the middle of your back; it's at the side"
4937640,24088151,5, Good product quality!
4937640,123120701,5, Good product quality!
4149345,234535786,5, Fast delivery
4149345,57201880,5, Good product quality  Excellent service by seller. Thank you 😊
4149345,15719000,5,Cheap!
4149345,17708500,5,Awesome 
4937640,155675738,5,"Good product quality,thumbs up"
4937640,40486732,5,It's protected with a thick layer of styrofoam and a box inside it. 
4149345,14476821,5,Received in good condition and wrapped in bubble wrap. Haven't used yet but very good service.
4937640,21273409,5, Excellent service by seller
4937640,17702687,0,Is the color pigmented?
4937640,24088196,5,"second time purchasing items from this seller! friendly, patient and fast replies!! thankyou!!"
4149345,26966750,5,Very solid!  My bf can't wait to use it. 
4937640,16812206,0,"@m4lev0lent dear this item is on promotion ,so it;s so cheap "
4937640,18984937,5, Fast delivery
4149345,13432277,5,"Item was wrapped but not in bubble wrappers.
Item looks good, no scratch.. hopefully can last long .. "
4149345,51485271,5," Good product quality, but the delivery a little bit slow. Intended to get for a friend but the product arrived late"
4149345,14479774,5, Good product quality Fast delivery
4937640,17703475,5,Fast delivery
4149345,17709845,5,Works well but not as strong as i hoped
4937640,104304937,5,It's protected with a layer of styrofoam. The Colours are not too bad either. 
4149345,26967042,5,Nice
4937640,18985972,5, Fast delivery
4149345,60228441,4, Fast delivery
4149345,237463508,5, Good product quality
4937640,24088081,5, Fast delivery  Excellent service by seller
4937640,16812206,5,"great!! but one of the lid cracked and came off, the sides too"
4937640,18984937,5, Excellent service by seller Excellent service by seller Excellent service by seller
4149345,13433352,5, Fast delivery
4937640,18980941,5, Good product quality
4937640,18986068,5, Fast delivery
4937640,18983260,5, Excellent service by seller
4937640,35281325,5, Fast delivery Good product quality
4149345,238809445,4,Received the goods in less than 2 weeks time. Quality is alright given that the price is not that expensive. 
4937640,24088127,5, Fast delivery Excellent service by seller
4149345,13432519,5, Fast delivery Good product quality Excellent service by seller
4149345,42462759,5, Fast delivery
4937640,35281325,5, Excellent service by seller
4937640,19345670,5," Fast delivery 
Products looks different but for the price it's ok as long as it works "
4937640,18983260,3,"3D black lace nail art, very disappointing design  doesn't stick well to the nail."
4937640,51424545,5, Fast delivery
4937640,18984937,5, Fast delivery
4149345,71921841,5, Good product quality Excellent service by seller
4937640,35279630,5, Fast delivery Fast delivery Excellent service by seller
4149345,42089797,4,Product looks a bit old but fast delivery
4937640,21273421,5, Excellent Overall Service
4149345,17709350,5, Good product quality
4937640,265637027,5, Good product quality Good product quality Fast delivery Excellent service by seller
4937640,369621648,5, Fast delivery
4937640,19376833,4,Good service as seller replied to my messages fast and has agreed to refund me as I did not receive my order.
4937640,26495092,5, Good product quality
4937640,24095270,3,reach before the delivery date. small and the hole below the bottle works. however the bottom will leak whenever you spray.
4149345,16431050,5," Good product quality, Fast delivery
Works as good as other expensive presenters."
4937640,100427259,5, Good product quality Fast delivery Excellent service by seller
4149345,82606322,4,Lol
4149345,13431647,0,Unable to put in micro sim. Entry slot is a bit too small. had to make my sim smaller in order to fit. tried 2 sim and both the same
4149345,21420063,0,I want to get 2 items: red/black and white/black but no options to select how to order?
4937640,46523826,5, Excellent service by seller
4149345,54752062,5, Good product quality Fast delivery
4937640,24095270,3,reach before the delivery date. small and the hole below the bottle works. however the bottom will leak whenever you spray.
4149345,104063657,3, Fast delivery
4937640,18980338,5,It helps for newbie who doesn't knows how to draw an eyebrow well. Btw the price is definitely worth it for registered postage. 
4937640,46523851,5, Excellent service by seller
4149345,16429060,5,Very nice 
4149345,111820947,4, Fast delivery....but the power socket n the pedal plate is not working..
4149345,17707970,3,Nice but easy to damage
4937640,369621699,5, Fast delivery
4149345,15736397,0,@allinone365.sg cam.no night vision as stated disappointed
4937640,96833187,5, Excellent service by seller
4937640,120005596,5,Fast delivery. Brushes are worth the price. But the fan brush is a little too thin for my liking. Other than that they are good brushes. 
4937640,43305088,5, Good product quality
4937640,18986250,5, Delivery time as expected
4937640,19357676,3,"After one use, all bristles fell out and there's a pungent glue smell. Understand it is not seller fault."
4937640,18982557,5,Good and cheap product! Worth the purchase
4937640,41762150,5, Fast delivery Good product quality
4937640,210159796,0,"@charleentiong dear so sorry for late reply ,dear you can contact me on chat ,i will send a picture ti you about banking"
4149345,13433292,5,Item is delivered promptly and in good condition! This was my second purchase from this seller and I am super satisfied all the time! A courier was sent to deliver my goods to my doorstep eventhough I opted for the cheapest delivery price hahaha :))) So I feel really safe to purchase more in future!
4937640,106020336,5, Good product quality Fast delivery Excellent service by seller
4149345,361169682,4,Product is working fine thks
4937640,97193732,5, Excellent service by seller
4149345,49796475,5, Good product quality
4149345,106452619,5, Good product quality  Fast delivery
4937640,35279677,2,"Extensions are diff than in pic. Reality the curls are.. ugly. And its thinner. Pic obv shows a very thick extension as compared to reality. 2nd, my other straight extension 2 of the clips were already broken. Sadly Wasted my money on both extensions "
4937640,18984937,5,Seller is meticulous
4149345,15736375,5, Good product quality
4937640,106020336,5, Good product quality Fast delivery Excellent service by seller
4149345,13432519,5,Delivery till door step n good product delivery. Value for money.
4937640,95772814,5,Fast delivery
4149345,15719178,5,Item is delivered promptly and in good condition! This was my second purchase from this seller and I am super satisfied all the time! A courier was sent to deliver my goods to my doorstep eventhough I opted for the cheapest delivery price hahaha :))) So I feel really safe to purchase more in future!
4937640,24088111,0,@sumayyahx the product is very nice to use and lasting very well!
4937640,16803841,4, Fast delivery Excellent service by seller. The surface was not smooth
4937640,18982883,2, Poor delivery speed Poor overall service
4149345,16430056,5, Good product quality
4937640,369621617,5, Good product quality Excellent service by seller
4149345,15534440,3,"Shipping was very fast. Item neatly packec. But I wasn't able to use any of the stickers,  nor sticky enough."
4149345,42089832,3,"So-so only. Item came as described but gotto press harder on the thing so that air won't enter. Even on the pipe area. Its not a permanent result, gotto be hardworking and do it everyday and night."
4149345,60226160,5, Fast delivery Excellent service by seller
4937640,46524199,5, Fast delivery. Good product quality
4937640,18984937,5, Fast delivery
4937640,26495797,5, Good product quality
4937640,127979848,1,"Expired, do u dare to put this in your lips? Makeup shelf life is approx. Less than 3years."
4937640,226207333,5, Excellent service by seller
4149345,16431852,5,Item is delivered promptly and in good condition! This was my second purchase from this seller and I am super satisfied all the time! A courier was sent to deliver my goods to my doorstep eventhough I opted for the cheapest delivery price hahaha :))) So I feel really safe to purchase more in future!
4149345,54768146,5,"nice and friendly seller, bought two but haven't really tried. but product quality still okay(:"
4937640,127979848,1,"Expired, do u dare to put this in your lips? Makeup shelf life is approx. Less than 3years."
4937640,39918418,5, Good product quality Fast delivery Excellent service by seller
4937640,16812173,4, Fast delivery Excellent service by seller surface of concealer a little defected
4149345,13427118,5, Fast delivery Excellent service by seller
4937640,51424894,5, Fast delivery
4149345,29995080,5,Item is delivered promptly and in good condition! This was my second purchase from this seller and I am super satisfied all the time! A courier was sent to deliver my goods to my doorstep eventhough I opted for the cheapest delivery price hahaha :))) So I feel really safe to purchase more in future!
4937640,104771942,5, Fast delivery
4937640,226207333,5, Excellent service by seller
4937640,22564324,5,Thx seller
4149345,60615728,5,Awesome!
4149345,16431852,5,Super worth it 
4937640,115574611,0,do you ship in other country like philippines?
4149345,13432519,5, Good product quality Fast delivery
4149345,106452591,0,Avail?
4149345,15247474,5, Good product quality
4937640,18980941,5, Excellent service by seller
4149345,13425735,5,不错！
4937640,106020311,5, Good product quality Fast delivery  Excellent service by seller
4937640,18985848,5, Fast delivery Good product quality
4937640,18985499,5, Excellent service by seller
4937640,155675738,4, Fast delivery Good service by seller . Stains visible on bag
4149345,15735536,5, Good product quality
4937640,40486732,5,fast delivery
4937640,96340676,5, Good product quality
4149345,42089916,5, Good product quality
4937640,95772240,5, Good product quality Fast delivery  
4149345,237464056,5,Good product quality Fast delivery Excellent service by seller
4149345,13430983,5, Excellent service by seller Excellent service by seller Good product quality
4937640,19379090,5, Fast delivery Good product quality
4937640,99310827,5, Excellent service by seller
4937640,155675738,5, Good product quality Fast delivery Excellent service by seller
4937640,18984937,0,Will you restock this?
4937640,19379090,5, Good product quality Fast delivery Excellent service by seller
4937640,46524220,5, Fast delivery
4937640,317670740,5,"Delivery took some time, but product was really good and surprises me. Was gentle on skin, and doesn't leave skin dry after use, does as it says and is surprisingly excellent for a cheap price! Would definitely buy again!"
4149345,16431852,4,"Product quality is good but packaging came like this 👇. Truly can't blame the seller, probably due to the shipments but overall the item is great! "
4937640,94479152,3," Trying to be objective. Service by seller is good. Item was sent asap. Communication was great. But delivery company LWE logistics, the logistics company the seller chose, lost my item and the follow up and customer care was sub par. I think you can buy from this seller if delivery company change."
4937640,24088155,3,Received 4 days after ordering.  Product is flexible and stretchable. Instruction slip in English is provided but i still find it difficult to do french braid with the tool. Partially because i am unable to see my hair when tying a french braid. It can be my problem and not the product.
4149345,15736375,5, Fast delivery Excellent service by seller
4937640,104771942,5, Good product quality
4937640,206979605,5, Good product quality Fast delivery Excellent service by seller
4937640,19376409,5, Good product quality Good product quality Good product quality Excellent service by seller
4937640,103151609,5, Fast delivery Fast delivery Excellent service by seller
4149345,13432519,5," Good product quality
 Fast delivery
 Excellent service by seller
Received items well packed with bubbles wrap.
Thank you seller.
I am the regular customer from this seller.
The seller is nice, kind and very helpful.
Thumb up 👍👍👍👍👍👍"
4937640,24088166,5, Fast delivery. Acceptable quality. Detailed instruction slip with pictures is included but is in chinese. I have no idea what is the use of the smaller hook as shown on the right side of the attached photo i uploaded.
4937640,26495039,5,Good
4937640,19376409,5,Worth the price!! 
4149345,13430983,4,Quality seems quite good despite selling at an affordable price but haven't used the item yet. Delivery is fast and product picture is true to the photo images.  
4149345,17707649,1,Irresponsible lying seller + poor quality item. USB port is already rusted when it arrived.
4149345,13433566,0,Beware of seller
4937640,35923923,1,Item not delivered. Accidentally clicked received item.
4149345,46575090,5, Good product quality
4149345,15720455,2,"smudge all over, looked used although brand new"
4937640,18979710,1,Damaged. 
4149345,13432519,5, Fast delivery Good product quality Excellent service by seller
4149345,13432637,0,Beware of seller
4937640,72487082,5, Fast delivery and easy to use. Normal quality. Only suitable for black or dark brown hair users. Come with simple instruction slip.
4149345,57201880,5,"received item in good condition. seller was really helpful in helping me with my doubts, will definitely purchase from them again. Thank you once again! (-:"
4149345,14476821,3,Slightly smaller than I expected but worth the price 👍🏼
4149345,54767740,5, Good product quality
4149345,15247462,5, Fast delivery Good product quality
4149345,60228401,5,Not the push up kind as shown in the picture. it is just a thin silicon cup without the extra gel at the bottom. 
4149345,16432724,3,Small 
4937640,18984937,5,Adorable eyeliner! Simply love them. Thank you seller!
4149345,13422342,0,How much the 2pcs
4937640,127478636,5, Fast delivery Good product quality Fast delivery
4149345,19335053,5,Strong light! Visible over 40 meters away 
4149345,14476821,5,Ive received the item! Thanks so much!!
4937640,18984825,4," Fast delivery. Dries on a bit shiny, and there's a industrial smell to it. It's 60 cents though. "
4937640,104771942,4,Item was delivered faster than expected. & Almost 9/10 boxes was neat with no cease. 
4937640,112156410,3,"Smaller than i expected. Quality of bag so so. You have to pull the handles (the ropes) till the sides of the bag fold in then you can wear it on your shoulder. If not, the handles are too short, you can only hang it on your elbow."
4937640,17704724,5, Fast delivery Excellent service by seller
4937640,122561716,5, Good product quality
4149345,237463508,5, Good product quality Good packaging Good value
4937640,104771942,5, Fast delivery Fast delivery
4149345,85835612,5, Fast delivery
4937640,19379090,5, Good product quality :)
4149345,13432087,0,Beware of seller
4937640,18984937,4," Fast delivery. Dries on a bit shiny, and there's a industrial smell to it. It's 60 cents though. "
4149345,15736347,5,Quality Assured
4149345,15247459,3,Decent quality but brush was smaller than expected. Photo for comparison. Package did take quite a while to arrive. 
4149345,14481902,1,Items never arrive :( 
4937640,18983118,5, Good product quality
4149345,13426987,5,Item was very creamy and the colour pay off was not bad. It's a good palette if you don't want to invest too much into concealers/contour shades :) 
4937640,24095270,5," Bought 3, good product quality, looks great, yet to try :)"
4937640,18985848,4,Looks good! Yet to try.
4937640,24088127,5, Good product quality
4937640,103151609,5, Fast delivery Good product quality!
4149345,13424260,0,Can i use this to connect my wird earpiece and phone using bluetooth
4937640,18986068,4, Fast delivery
4937640,282750352,5,So far so good. Too early to judge the will power of the fan but the wind feels strong . 
4149345,16431050,5,Great service by seller. Fulfilled my request in terms of packing.  Good product quality. All in working condition. 
4149345,206469974,4," Good product quality
Solar charging for emergency only"
4937640,40486852,5, Good product quality Good product quality
4149345,14479774,4,"Slow delivery, but condition of product good. "
4937640,19379090,4,Good product quality. Delivery time as expected
4937640,18945556,1,Very poor product quality it brokes...
4149345,15720407,5, Good product quality
4149345,15719799,5,NOT WORKING!
4937640,19376913,4, Good product quality
4149345,14479774,5, Good product quality Excellent service by seller
4149345,16431050,5," Good product quality, worth it , delivery took about 2weeks"
4149345,106452981,5, Good product quality
4937640,18945556,1,it brokes...
4149345,54767649,5, Fast delivery... the box are dented... Excellent service by seller
4937640,40486732,3,Good product quality. Delivery time as expected
4149345,15736397,0,@ltwong did seller response to u ?
4149345,42089916,1,Does not work with power supply on
4937640,40486735,5, Fast delivery
4937640,21273368,4, Fast delivery
4937640,26495670,5, Good product quality :)
4937640,104771942,5, Good product quality Fast delivery
4937640,96340676,4,Good product quality
4937640,18983527,1, Poor product quality
4937640,46524204,1," Very poor product quality and I can't even remove the wax from my body despite using body wash, facial wash and wet tissues??? "
4149345,42463218,1,"The cleaner hardly picks up the dust/dirt, vibrates so hard i thought it was gonna blow up and very filmsy. Not recommended."
4937640,22563834,5, Good product quality
4937640,26495034,5," Good product quality! There's a round button at the side for you to easily switch on and off the lights on the mirror. Love the mirror because when you open it, you can adjust the angle of it and it stays in place. Basically it wasn't flimsy.
Service by seller is excellent too! "
4937640,44160990,5, Fast delivery
4149345,13423410,5,Nice watch. Like it alot.
4937640,18983888,1, Excellent service by seller
4937640,35923911,5,It's simple and it works :)
4937640,210159508,5," Excellent service by seller! Even after buying their products, you can still ask them questions and they reply promptly. The product came in good condition too! Wanted to put my essential oil bottles on display but was too small so use it to organise makeup instead. "
4937640,317670734,5, Good product quality Fast delivery Excellent service by seller
4937640,40486736,4, Fast delivery
4937640,18986068,3, Product quality is ok
4937640,22563846,5,Came in another package~ 😁 nearly missed it~ thanks!
4937640,18986739,5,Nice! 
4937640,265637027,5, Excellent service by seller and  Good product quality! Light has different brightness levels that adjust with a click of a button. Batteries weren't included but that didn't bother me
4149345,15736397,3, Product quality is ok
4149345,18269702,5,Received item within 1 week...works as it should. Thank you!
4149345,16431050,5,Product is working fine.
4149345,14479774,0,@pentester17 thanks ， dear：）
